x,polynomial,up_atom_sum,residual
0.13600000000000001,-6.3240046059520001,-6.3240046042766345,1.675365624009828e-09
0.13700000000000001,-6.319085879917,-6.3190858749992662,4.9177337757555506e-09
0.13800000000000001,-6.3141681221920001,-6.3141681221343813,5.7618798621206224e-11
0.13900000000000001,-6.3092513348769996,-6.3092513302725362,4.6044634771646997e-09
0.14000000000000001,-6.3043355200000004,-6.3043355181583891,1.8416113078956187e-09
0.14100000000000001,-6.2994206795169996,-6.2994206784315843,1.0854153131845123e-09
0.14200000000000002,-6.2945068153120003,-6.2945068085567089,6.7552914373436579e-09
0.14300000000000002,-6.2895939291970002,-6.2895939285351865,6.6181371494167252e-10
0.14400000000000002,-6.2846820229119995,-6.2846820199598286,2.9521709521418416e-09
0.14499999999999999,-6.2797710981249999,-6.2797710946429204,3.4820795136170091e-09
0.14599999999999999,-6.2748611564320003,-6.274861155945155,4.8684523079600694e-10
0.14699999999999999,-6.2699521993570002,-6.2699521930337019,6.3232983293914913e-09
0.14799999999999999,-6.265044228352,-6.265044227028242,1.3237579921110409e-09
0.14899999999999999,-6.2601372447969998,-6.2601372430669047,1.7300951782317497e-09
0.14999999999999999,-6.2552312499999996,-6.2552312446871587,5.312840833937571e-09
0.151,-6.2503262451969999,-6.2503262450728734,1.241264868667713e-10
0.152,-6.2454222315520003,-6.2454222269143003,4.6377000018082981e-09
0.153,-6.2405192101570002,-6.2405192081129455,2.0440547032762879e-09
0.154,-6.2356171820319997,-6.2356171809329197,1.0990799381715988e-09
0.155,-6.2307161481249995,-6.2307161409218317,7.2031678399753218e-09
0.156,-6.2258161093120004,-6.2258161085354313,7.765690313021878e-10
0.157,-6.2209170663969999,-6.2209170634563371,2.940662824357787e-09
0.158,-6.2160190201120002,-6.2160190162719084,3.8400918001002537e-09
0.159,-6.2111219711169996,-6.2111219706608454,4.5615422550326912e-10
0.16,-6.2062259199999996,-6.2062259136042863,6.3957132923064819e-09
