n,a_n
729,100450908366201107396945574006907885740959753843435749372478961601794016278111288789093183264
730,133251658652955778617601696715054001301233380255213858551238341288155512852559163891390451560
731,176762674454396145469622527853608274349510812507358930474244671249545044621494185555723815318
732,234481018280291466976314702333825909823766503753701989863498640484150742339585075796032728816
733,311045561471816722533514818072705117142796533502711889207810210975699284691100823834471004750
734,412609779467114260686185006580986278487215615418503140592394617136228116547933997756513425844
735,547336259377707568917887545522437891240188747651605361193417387492049967456647997133409565430
736,726052656035822429906238194551286331436002788818796350237183331952458458042937032383098050176
737,963121805202847857252378353612883128314968372622742204162571846063010354017398828797585704848
738,1277595910136020824918722135087226022755807886763174513989687759317239422729449337811527067052
739,1694747542693587761493460719571223354144525810891753577213493523290732138877054905880460088180
740,2248100476419385535914002685223069909737956619231323223088106486687713043989529308811794936920
741,2982123529007016886841623421079005071373504697397915916576006667755965885653087596686782939834
742,3955803861648407625485209772724307916943217439418698328051185236561171776925984401594713523276
743,5247386842684327576927968869245591434251812676217633469972785420899136520931881400696055826376
744,6960663309368267140834020128153883335850628145855223597749602516047858580685055538178750745888
745,9233309384126094684663267772843430457396116484520347656082228150498492483206530484390705797450
746,12247948908023362500441518694693561570776698190699860751153470815133173611012184973969538804664
747,16246827292000563936254563966221415246981737008298196465012498771315256167346234244566647273914
748,21551275727913584450034405295704609935048158412731227948725039336856028788962628175554913282312
749,28587529554500896330132888423433165072167684945547686110777720569403513391208315475628109041554
750,37920975054184477761975864155317744542640231536463069166407546584164552754507423359313419967000
751,50301576072655577938533718309823581168500436842339562495603851260438988487764752625469613967040
752,66724129997432673361232453234660817229827502343994028924467026612516417556764196031225311382304
753,88508193951351482234562901949218851233035597978296924850782497674776255348064545898261484987988
754,117404102249076647727256296791080112174632118532377513503453728686083203763171214827265299366268
755,155733592162042881398972375323867101599777615783768520611302383576413738421669569039249029797990
756,206576335203927952923362643470972202705866825456212653626390177004159970935670396809575609425128
757,274017358803366651356895817501530360687628429123667523034191822364745805420323877146846936608880
758,363475234582729383087055483665499976740758065646996956345899370512995286698615429042635697721688
759,482137397403041549472469051089758949604913058332939880852171660114455151415912003320803978549502
760,639537564995101705439338911424274156776718813985201750407733712912411532695697862663626300273760
761,848321642598276426516455589743175984992202552140012323497867501305421390515720624921632167285254
762,1125263637402895871099406162888533311941381995285738606479137553807086499748286151822955377281948
763,1492613189814889296908113166412611019763785113499826831233040204930474316189370236617594624516270
764,1979882965618430407760391007994126561139866098553423391496033706570698658301876255141305134039952
765,2626219484444048949147436194920805415259780979127775170258848930230422024552284423311411257214160
766,3483547823272088979765352095014315723104796510555535441575541553672005135507067719187953504986228
767,4620742792906001248192273323897010324160542499151080755820582459752172659506658191720295236142804
768,6129161632781170985149553076162360364120336658527805563227529297566120529689801404799279764046336
769,8129982626860381394338919460500982537227379729678783610308291478546061932682044651604881332447730
770,10783939093595727180863037307268688261797533747993263464506950393933038535479406372087068846923780
771,14304230595388876602106531364480238617065516277023251537841127054897759969670614059400708689658712
772,18973648399046954689104461716568644862503608787958591633186247974215729952112716539956076617424848
773,25167290692640482953108838406775140168097504504147554512112222364231121358731735210051818976481778
774,33382692008774001627731556857664753258765620264085050093703687409635696913033364118617459338301544
775,44279786773934162926255074807168972383314263081523730213433621355583803648377432044836063471859250
776,58733916719408534087500228776081976495294074446466851038256367069789348116596847626493993785900592
777,77906139479293060174548970125274782773989528334129571297948772162878659890193809977542364719331402
778,103336485193583471804456911778718219299752436995642411752265596738432633947339008263982940606829736
779,137067650913280539389271370873439899469624197447351459759457059926249697180405419715949915885519872
780,181809067069702202390269828559901329626795709785944604541601440612029935348680560648267030584401640
781,241154512521683731111652062819708529390861328577400739435550185671323502483723918684499297221707380
782,319870755094387357318027318061332696849814246356223723215697492942579963213848484882872229108449892
783,424280398403031323831109618203068597192195476953924833392366227000713250699531712444074493793707294
784,562769681142295423886089279676583104615554608190958989489714200024844967738314398790593249698043424
785,746462009420468687016810781715851499969942501023655704937917313064953357465269934956910171528283840
786,990111311883196473502796523498652318357167556992797839135761549153859533345715339569197632847235144
787,1313286960012038452226983805639426688888308920185456369595951627622399970796216066600688593220340070
788,1741945409564584892172878776284954640804460307577874708657213577468774349270744240490601142357130064
789,2310514773682378992839461699004071708097705759997009900153714413437162464642432367357601287417072446
790,3064659727286817417377217797241824236472931288295593918005020034873737424119351005908968245553094020
791,4064948773295027683775293316225469872231745599955061464816463942816801232873436535000410829105310822
792,5391718360466534550303716081429331552203028391643622349332590514754365953314675033271963104295287584
793,7151524448340102972892819169721180538814418481163095078578874759383966180005438166879265983965137040
794,9485699583306964172928998823774680555396744867329879201328446475925497669701263155429975904056827836
795,12581702616062233535023879892587834128759579809070175654842712122275225720885655486126509568892277940
796,16688172428950726956412115475869626655282875817136609362844104035357221856232503535436730767984926504
797,22134894456170195658630212783919715852860428488394708470281797464691947461665612514689367924237188522
798,29359283249572216313853637492268548382856301031113878327554845805817099171209503520666009697472019388
799,38941507539225580376309959809720309237919120586169606530173323166588151395502612136386470023473159400
800,51651078167102665745578826467556553003234678736410333721815311785184922298045154407591029433592105600
801,68508639647461710273848870975730911949365083302828866864643620287128884238407956242415620412791038106
802,90867926821793157656251394018576117738447564820119975873014725132987931436322301002473522600199207064
803,120524467134588543376207947308397808048707372941686329517353051901713315873318989607605442350111900714
804,159859756443383693048148146409348339513696075306034260365599886916055307089200632288748306847970046552
805,212032484391870779923602198933383524380556314161793469942287987045315614389281704026173780597173806850
806,281232162872125228899184224997897800484394486333253136441788600143106623713855875897811705536790505656
807,373015521244872376980941084364182772313537193050900312487749625467923779972593124774876066926986353856
808,494752676993638080188757412817842576380343214980566317494832458524374605934114247341538258119535569968
809,656218903820768502364144179663683134139207521052758577668235638442921262931896043134099708284327918356
810,870379508377770432544860225090037508628557626100058923273199706834803612231794827993921076513935681740
811,1154430830247819550402891451669689523376218992187449735012521381135139095942434000354602674209985804630
812,1531180942041569806768185002963335364043718206890014922970750380952120960734225369466939472086228416856
813,2030880898198262926172903263855903004796122092510225791425791994980291161575739994104995209997457560592
814,2693653551565833196880246912030803421552558514968786919862040081929499369323617578039425541390301354552
815,3572714929655536548025420452125029062907138833360155269565928318617156661282011027667324828645186868430
816,4738646788613212905987472220380660933272647397593052106306671303762378296947826946118775605755382122432
817,6285063349913517399699170006859401712659617198180179006476122663073639882224632478020023911691076247030
818,8336127146533570052031546902305435197171051555027161326060824791916867263250353011855845435329693089132
819,11056517346067994743414466914437586381056151235738507324849787456215589796839932670426427913469669600798
820,14664650793404055704542873781668151339021853927132531099773326887054823302114504400258887889605481458480
821,19450217128407649831192492733740290514342354754804898813165830907049360982778273966639646745751698019536
822,25797435643970283138497322255806575884393076976761505403926487264714300873261429227355962741683074412932
823,34215900854574758824294002304909025218670545819901850842430755885085404364220285561638926574894226929940
824,45381492912682250695976275466244973499165655509496101358650909752124453553034683635023629822995031115728
825,60190636935806327941889941909917022632685031748518244155152214162224813091116214140405928194722272148450
826,79832266840324380535115374037352689183572762245292070272131855308551869693577456832430968672986564180852
827,105883270426054182343251295202061524761902319987798930564156686507135166194780377567868617231422532753016
828,140435077286459365470949029562669823811615763861559320407129230154543802414650657960016348020951113270064
829,186261550917011537598596843331512433041263275878769703957692294079814947215309801828507057393211632557890
830,247041661800407808513529116206030989198927686446891842001484639938231987790017502307503475619321152452680
831,327654815364432534783719760601680587944025203253756733466070437182253780586869414203910328056207558392738
832,434572540455946581531684925070941281961388758568873840110779409558727865512865738343836514868282827064192
833,576377978413696235710751555956509548859508655811609875599002713344933818514382337706419236684521029839802
834,764454870719867983449137538913518060717757921579270576829701235229557607564182541170959747422285240075336
835,1013901347857025945075498125709646662258650976734657309992832234668790664672281931453087166417546217952000
836,1344741865281908978707124627259721772106166303258481755813002973287515437680507688695597321613593443527928
837,1783534562463765923491430162546256745226506420424741484358434970152053214345945716650091233202368673693748
838,2365503058274662811162919930041258428331470568214913963473184344434459094599766285369734240402669196140724
839,3137363787780891656712584820118764702111669971661638141091638468406297605737877459189951211685286506500878
840,4161075809761028617001441767582497189774727798972243943034869951318370243302169911266919545339104620161680
841,5518814051226499109769831957544699309188791076076741903152372474285638646296044463624997861328809626581600
842,7319565146599736910575148293009030092882145828944885480249959581423254737107929333548227485627782266268968
843,9707875255181072251012692607506854693925920221581764139978042723780748769913073003204323887642834921010486
844,12875451952054997299100429163246173781812335499532820578113332878852362217430256479329894484800836956396976
845,17076551345032170322690381488203311182766215455370431310142253765079330275403742928156314582848929001153070
846,22648385355658375353109989565825131050442055662158556206593176723953319701684470793003293991262837615221076
847,30038186994567290061648800151829355740278098954258226772880838926950488095243022681046641415072322834970070
848,39839105792364212639899779436787971203870220463416740695151483070228185459812095623032447402509244168061376
849,52837814196128093657613647013106460141123502556815729352601069055242812113677658058079443372576883065424784
850,70077645576085292105505977471756726690509816762917695531073626861393004640188023479512359993401601432138700
851,92942330926068401504467692128105933666059020306519169599295658111005537372963800167014237569725327400407028
852,123267054407269603409931879663454559928398164605375099319843054185189152155748751297054582508040241541904376
853,163485740228883578220885333161213562423995631700966292744953695822147412897758775307862215533586163428573850
854,216826390905970317768166092648363369012287327483822642906850176550282564730069667709433946014466526153573164
855,287570152997939283888541131564610397516585436223512494115549519125638771339997548025715195154147396610847240
856,381394900434216093453729610227730708921539896388246737254099747476266723713792510923996905455212881389436896
857,505830907838328016768197663809718917110894546196434613060863929048311417557914353401312664217835871616051178
858,670865181093303677064672844950437159087573909732388135022697910824044447426244148277211241629041461447943032
859,889742941506324722798095898052348554099713162277238627955723785000804968845518069898173836629430893664408730
860,1180030580527198408666763051514997279429938815538551127775074717466884898844459728672186569915780465363283880
861,1565025383494557312161339470175780693904014368822812944272230448523215196218027513075748486234535679218931314
862,2075625146862870458874920116337085964828401057118075413063071488538445729124090231136887337570496631985902936
863,2752807716512251347960565791618614157282150840784278633032626796282994908869053763641961128195282600988084416
864,3650919416081704010744891480455601770747891802056360195961383675830782566722495471679526162806380908269624128
865,4842036240694964761378010344653276437357498633627554264413292901185091313233822949239401468836030962338066900
866,6421747770808727225546552435944787223993716675379025228605413841175793930778493484682403702047978562728367644
867,8516827919820787966374058155749189635367813547524586517318352932148646196577375102846370973714012197036560454
868,11295408027038306808308182381166211272561836077270166110947704727786552374439939637743274585000576307901173192
869,14980468591888406253012862086204859582587627367282670202478846497519228899163869518817134428879906139664456624
870,19867732225437828790317016468123859946402693504899011303138732000493638018065994626338558314902755614201341720
871,26349393535720218943796915562450101189586181357195481387910628934926237175839433291670238181114964610299896990
872,34945589997163860120056905980048061290689461896664998637045332562766095136086544962192965253088744243028934944
873,46346138956530287632224579056861450508898636654841396440406112985598770543189731938867538419440369496499113958
874,61465889629515210023056720063296534576411502190986442230867793272066016433018283206010305110744273505226235708
875,81518131328904012727119159488916342934197001368736615958235951663296989247417261738956518105257845500689060750
876,108111947878048868512594844667243846554355759575700704626542490082217366446584624117883687130147856925620628688
877,143381329430260218684216452525018080741353265314079241275800082824668813369668834735009939325271415418973712080
878,190156400874166117071865224155252882092207284491540407420831531684999058732519479667742063268097648111365980308
879,252190505072153453988165415712152991995499407374008994944307494620744566975863357615942586164651782681548035412
880,334461360443480567522273469652168858667959835107078918619381042338458382829939198003696976735330305628454398880
881,443570455377377173683535978386389631391151597896881538243157037959086715906510329857635467174673886814924001234
882,588272723418532620067984796856110811197648910266776232528402886501851847693163337983633496751175840745070835428
883,780178995390969575595506579529440143196955624336751862663305519779678699662327904036228235793889890563503092120
884,1034687586129865994932572025253273160426435081980678225614292285656930551685161942779213715518967936017073223312
885,1372219756282512628610734419368221568066638393722007819957190195306313046168730400558751458280145181863767020690
886,1819858168424903606098826986284367674598869471467241948921097606114734840358856497928282494789861733157779394088
887,2413519787219345257671600737614938060002741908638186225179696631184018084752619776814799651127310776893111723794
888,3200837549084494703227552830136914227313020489457541354287269391123955974352192708138764222282090272153942586576
889,4244981987355283533469470398394403437086758578190740214352508188197653001021570359332757166722374075640365676330
890,5629729405487885063545439285229620603472943455299519344484161762231656633828145728082128619949682065191721961960
891,7466183192527891374914057327510740351532438890001885194300473119923417139108462961712926679021749270516178993152
892,9901687493738248369360238075596890059202030288779363364105579641251892285483143415133125554017538722566229848328
893,13131648323287934679322816429197551958295223224858799929462526162680564511394641827165025335528997274574439336948
894,17415210443249332654836657894059919116509457256423955989335657992599700238959733598805697290402055497538421781764
895,23096047643193421061891702713224499039429422648484662489514906775280530185969245707386360693449584517741349777150
896,30629934248792618485585156630666950783869509438482858740405680667230146303180535785300337719851386215435412440832
897,40621309669593184640499371306666763883646037117397825105726970970652694628388566993239912845117456040336465091072
898,53871769200408628712111189859730986554295930179014123247474884925808631431067402317104523311124352697099994131976
899,71444370983791585201281220944125540104287532725569993294616554352605186687854850824917720520154991724151122386182
900,94748917761574833441015902381619632896646122600947756997632559582531745204833177821810115915331006726416384669200
901,125655054558028585153223434326487888826352447166320028008129639476434118817125622012817538684288875853553593286430
902,166642254702345220805899157547758880896409796800742868385163720335929696794350985204570986149761345907926677355812
903,220998725585004809922475701445960766349471709333539505116231102943056583865539377216888629211718612001252380170054
904,293085189591180979362555649618891839786007369703023925952246166411176881211342932646026969401335100651141917710944
905,388684699509730224220213257953586599767830787174779211704778333563869765405133896361563739687854034787820630040720
906,515466548772394354016700773547350920825197344338796180737898979837137250520329212673815017792437320963338347164124
907,683601488654098570478040364276990462139032563654261005419360816858743196961586688376333277982848091207265767335220
908,906577601100713336460421852943302787804695677856304980315482534168794286114153545786382300986049040940744599002824
909,1202282270575888856121682017011351720239142580071747803589017824062480783270472663229790283848327976249851383366026
910,1594437042126588032057241495367170539740590194629753441369984888679021303609540530282461691368313773105899207719580
911,2114500457644586882432552570584030112530418476349472989209063606365662675361873407946818116413177266459428873033512
912,2804191498223648944924643669712409887051507399899379318025902277759586243202370251811640075689100954392886701333824
913,3718836038110935729459022044727453546554450842519834091518753280830555405482461433279671451759707929792049812799290
914,4931804727357392573953365098259703231140280719868150585606428697277720680863847916988491824153537675158284575280216
915,6540398260195517546098613850550003954961175039157699143551259909394097231518236238441091271899484979448794356427530
916,8673652075297245864977783979726672903536528577547890616436349577046619275156961102548588551942721949483025121038584
917,11502686482902999738363095942883110939015027399383633741535755770628245257515092966009396472554958204176905774915042
918,15254432369182613844356742803126333505694717428603981433305381436183015278319253646619884844322359368728368052719608
919,20229833363379252783217393753422703721306924632449214309661340110569635066615714631418223677029092047762448472120000
920,26827984381125553634311300712932504844820330280243790860536976320509986652611411728839299713859405562271649246095440
921,35578142571430724240730995360211613752954024528469277367973728259389719650522685146528552194363015750389882676259476
922,47182178078723753648996670264091188844993209020466870807583390307673118369947852039327780440401997493502990712842604
923,62570869320465075539790616843729755523837322728385325539213550406235501725498878860068313978216073635926973492235574
924,82978557823242282734352500225701359402765570124126095437949199156293403976778979733417033357290077461260832535149112
925,110042150101316574085003583676142561573759453776298319294884860416837912168532238563166813538125223336164298769586000
926,145932406684703960783516272441415308657484197347373625550257675978095267080951083125746510128024867637821206743312376
927,193528047799774406560197215071564094986272282503060484943314059865291174174705168507915266737447517221527425015289966
928,256646639029144882274109308057863681167053877645980272366325382513428832701242053884945205578175959721353240793333888
929,340350773900690519593927774054683771384385042947932385277146662551112660663723426377254359500023317824084326185084886
930,451354108947259185980737106239453761098883645273985155041302288789375518357099904800223774069681562114350694799614220
931,598559814589171901523840820594557631227877710213719259948229817890763366224791387201824029624776079257540996685336830
932,793774624382501754971309749945867885169454736444360212833686724458869909910043188328434017958313898074640744402172016
933,1052655747314107484306812248426047555948757630232455415025952725917016268922869881349035569995092528255465150182859472
934,1395966582165562205547599178674166047759957284500328747601912088294236879883880339620838396518275797180490894211899812
935,1851241937008837685477001189615681957426394689644009300411297842731145294063111516175413238642650331349885076700412820
936,2454996296451234635709094356825990298693336027319784437484280979392734136896774574407442081749189032167838656217058672
937,3255652227680516886275928167667355052857159134953780995384863869325244892926236066384775634785355853398464306152084930
938,4317423765743865713239657667411215467412534152517987685303653379660619534280108890518367086316903975269385526855152212
939,5725466199609433463091033253596629094205923435670008655097214952199322736892279204818309831394795317166273909431215288
940,7592705234214292986820475755425620779233303883835405575468245744822467249505811967427178486651754165287599962184690160
941,10068893173114774509490263771080671515566689297138633510037012992878026081561879459298280798497014335787292177286119906
942,13352618350091318778322409658472583875058266189265494347573259296339736515766826746795616198456294250673594947855430152
943,17707230855880453216775202296926169507711835486288313149921131894555179963756649801211098931483577881046275009648015490
944,23481961647235160949383146929076416346192226065114845144254215549553792937086933144605628758148368398032240942380827168
945,31139928570790750043972975375268964597300982850628161678918062947067549641581170497042482656684426279910973903920175770
946,41295275075696067548193285495945624022383174435428149645235163861299689873290768258814099097161815470621252639445325192
947,54762419706873956703801959223738753113591360669528078291239893513130006080484024529195610702772408637705672609957010176
948,72621365583886249023076560561027838002694151345155656856636714981730589649376818017889720688120665090266067177198713624
949,96304306843998523344476017909020787474551799742766290755602488808129076428037898988554580495403707259632119700474825140
950,127710476717007682868234656393973212669393657827568152148427711684732609366181642696665969613107111027468038184644943700
951,169358446426712702890943651349198285198833209784831355963850123396922396686182702469022310813268278840937221962579241198
952,224588087048682182446547584101537032035630868021028922723708735116433079904803448035346059026194338737901650733681478512
953,297828388568795793423925517231527779142922272122193333464439857878589750297453130777846928278333333658940593629619107232
954,394952610961898792094719218128428008847736746953464166858848312743989601310338042317071888386890044520679400629728131816
955,523749244530229359769057220619964124344933955103710561359989150415528968557929270775477144074169136638179070694257217750
956,694546542442273899940619927526004760878627092733055213846739647650148220572231850519780983064608748911995855675209573488
957,921040701891383442519588540712984137972324186165266921561967474810658832943291896867536707778128072342035825588409393678
958,1221394098796833958030236459598917171277909936454651793902020832513752196450274490682404450307804720523887614116285757684
959,1619691633644491947537995762369629876518572836663812042275288611139516185554989008587167532559191083169584896943905345718
960,2147871958911803389526196413729441600084236495345896927502410353423626299788704340712075156572028519022813481715938161920
961,2848288433576491208966578827552136311518453219501839761739182966780052521364842129856568147752476900582738414487296448400
962,3777105140090715931118350883647252745104433262501177088682702499341066887778296563661226529333769590264841636351372896748
963,5008800251847045890867493260282707466158662533957090826841888889429678230908263054317773467696082242651707841641582965876
964,6642137822336793037537435024331159588846480858877860894888762524025827950937320538466774682174277575809289211957304079256
965,8808086798830933708414720870479271034320692546059090172029890492774668930875879416090114000603978644035148681122833607290
966,11680322182212176118232151616746767141784710588819149903797824040586214133394482021482658318329967726468862160155870134796
967,15489150276730484529833537934491511978448364531412617367890829178709129235796701597616982691440414115924746257328650165320
968,20539974495964618902902972545908249085942567080463260514400186264495514828008579664381996490967681089630475150965564576416
969,27237782222533755621774294923052260562293833442691631754728002008334683674723583690857845186892147646481781888290015868554
970,36119615943179370292873992578763053329509286683936564621835663336247908181527001131868297363103987820761994082229588054840
971,47897631997010978574641972899456702000134322791199777190740008793004170572002781653807270027015329259326894819747936847738
972,63516199099788487748494374971992587598982233521148747599147662026665196279504704764353664907813793886538722115260472804936
973,84227614389187219777618153007079239946659886815241913473732140542469314940522120954112313919970710218510299356405254618450
974,111692507309387432206947140772122755658193591974913960934083488021925943344032224658355885641802282088375200860241634936984
975,148112980872047940270060802978108585869837511071016783956620267664434351830273283828530247715453555662765378070834326020800
976,196409164360159488778478274208734946280946791792826882213167914179869070964071422021099896798597544387816494596307844555616
977,260453331777095571104767011649941565911303529443122303918640037983916712277076704837145352951898048251366519455477784839508
978,345380355276864498586400332615413241151073006601140796858880932555077076084108240368326110638544703689229223645971724174012
979,457999382394500095304917334187919687251616060635811752965096520076816013023436399617136166581962355220339948955848408277030
980,607339740694277337856787667593634740445937666178751790494550003547323858753719676074426649309578566079469034604680886492840
981,805374833973266698850850970561145812462343510374112247346358771255696972179596447263049160176467425129373458484712464930544
982,1067982062986339736748997373439077536140480596348914800009964124545500171951979079319408918442143498019839209967823451131096
983,1416215724609763409832792265240873370351496749824512425080319126435154784397902661484017878161142171567520070475517061382206
984,1877994933159070844146674019415559341105405419394538001429021815346361327378450337487891064125173866089047180742722404902368
985,2490341877435884823294235637423566832378119788979426868880011203534149209989291282577814967828984426666067084236758378833350
986,3302349843910518035651445587157861521402699055162209767821450212958814248487814348023883996467975160955079340894549665084124
987,4379118936634201752700181330998078091872248963851475468171459890979168974254025972745527188686419992773656581063085138896494
988,5806974997327868317330106525826473089612758172890795621803298640223755848827976521428062189704317467998366318601036109037072
989,7700390092725649655282877894816320341609468660434355175167446247213939796339586022501207396068315977045790327717549357940944
990,10211159335982781613673984832228547835705670220968940672939022627032375650319157737679773760530357041167785109217453668213940
991,13540569678215913297928660698548218895388686803494979721247118254444444609116179136487429022093912148738430945548228086057940
992,17955536142910072679531810679109245559870322607050635370245269113351722847493644705418961749652213421926392052248250000395584
993,23809999004381801780562018784086188849481480078860418901426778344313020050621108710231546601085167473996252563548656793632178
994,31573297123490022713351095607627267301980653106362783537907560973908323821393341379702530801120944678071913912339367679774148
995,41867791851676622739628150668569233910294109465954892301051485159606350090135426196952832762251819583725497739893128807628760
996,55518757420418968098763111874992681116570899935436869392990150387169700027983739463794561250041829543565293899213889106087248
997,73620536981915430468404191711540103559938713048178682314753657441568437468332957895753828004262022057007355690871608094324530
998,97624267269027482722775581232214939492916082931649266677076884317666013466109127815910202271643805206590772186529104559997928
999,129454203701630327187442246505155611989282330209690225137194230205740257209090177052507337543028826787279721052050473440014322
1000,171661970254623590090989037067751669866569819985946460450660401838178177839236238185925302976145241138108052463461910907526000
