n,j,C_n_j,parking_functions
87,28,85288523254910813469076239020741933537805657275205009023374143167521394527025106151907202571832217503683634095597085522168600163360416072451582580142416345892028153856,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,29,85209811550008343084331809333906482123297230858083020938967314096126172411009658019933395838472457494706179435433581476531553076219226412767654570589960943426423839184,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,30,85135556177859347160554638661922439522383243394371849097402613658231259745233751613493584324008708874531514954252692471552638205489273568843237691978178649253077843968,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,31,85065257090010231250399422587917555585111926060980455961308154424462226585318725715634216536212039039778699500433401499193404041389640645611426122210412404464659812504,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,32,84998475261015738676052486244976886356760212813475961280150657594755411632142925495979659100183215077966546817016380044477689972387261410390189028417043692333733773312,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,33,84934822884583594586644024536392175968159439592225619880732553275392559205169520156136433570244069251324981944813669585287035841228822643241591236367125469234864670816,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,34,84873955309762720054672575994965733583217360878884882967670762029520809082836967131811222000416523075474998199593527891199146308414513838879972926502651281294896398336,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,35,84815564357689598906434957539733776437967472628604647022740966099604521160522596743224277443827038907924598633297882496959905423914165358636254511496317370509341531178,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,36,84759372740244568564839782533147065461794367666526932018238329082771575038038708187263987173584297938138390238631930627266632767713794685159489542055701568527475408896,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,37,84705129362701107525744421102003319884093565197009783521153954122367796392558096797989548858795189453719432542036176833218104519467726839658784655169914010517602560708,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,38,84652605338433195603657613491300973816712311871971726822656188485513691792715576773188013160287833193573449800718709065524601976760049320432965678326241968887563288576,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,39,84601590578798008477541679095488635211919963604519775553919199677067191956743307619826103090857019155190480374933128343705540280159703613726607031577430014568025768282,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
87,40,84551890848182372080268486468688219975017087455474171964991644785216519595423495251919460786799986390837035417626192832529370433981542781139570887548433844248497881088,168077587156892052580403965317318616288575035635339337282452412799903453120650466916981769235432700582348261150118509973842814108558044829561676706481907426550123331584
