k,n,odd_coefficient_count
20,111,2595923130383033413165167453589504
20,112,5191841309350635759253392931487744
20,113,10383672715879853621928377310519296
20,114,20767325626135759907837125456920576
20,115,41534611641061402021881877112193024
20,116,83069144059778122140617861682429952
20,117,166138129675017987699711957856157696
20,118,332275942461261676397693317622530048
20,119,664551251145579182538121642218881024
20,120,1329101234738478878901231478774956032
20,121,2658199934374016491825729454139768896
20,122,5316394798546985859833084009500377664
20,123,10632779456701548279076635017811594496
20,124,21265538632637591272622720378273283200
20,125,42531036703782855128589574819882792512
20,126,85061992284658421658894356265199440192
20,127,170123822323656998443706086997495666816
20,128,340247320156303771489087295265442397184
20,129,680493991331206020290939040484137312256
20,130,1360986684700846850245703447042550999040
20,131,2721970773481039027534588912979990564864
20,132,5443936355125720119864485649509025333248
20,133,10887862326588627181293245949049292603392
20,134,21775703885871433850773920080602292404224
20,135,43551366237170837850263612071701274263552
20,136,87102649405276838267086986671433408053248
20,137,174205132672582446054442855154674468651008
20,138,348409933069539319621508314346629404557312
20,139,696819201588461270608004347836609616412672
20,140,1393637074076955355416615969453546120675328
20,141,2787271489956511439758006089911141511724928
20,142,5574537663523294533577276165113172302232320
20,143,11149064694277272758029713843124327982030976
20,144,22298108123036193643973440594077935040684544
20,145,44596173715076244997419169254446986862350464
20,146,89192262368241328243705277899331083091405568
20,147,178384354612822578490256986175200701590357888
20,148,356768368978649491686967881587984867287255040
20,149,713536057463956633569438159472479297184679936
20,150,1427070753942526527857216409416145477541986304
20,151,2854138785916875495330078241061359080204840960
20,152,5708272127902587701297971822329245102340145152
20,153,11416533367953232476781820787137891124145750016
20,154,22833044960223346387950302612927519142291898368
20,155,45666046369121990177092606246471056086620078080
20,156,91332005635677644142184378846192912708972576768
20,157,182663837066388753673153182980648858935823958016
20,158,365327325723176713432559231830379333961776103424
20,159,730653954627816389021216490668691687963128496128
20,160,1461306515619887801054263364114140142053248466944
20,161,2922610243970943842996358045448039368915714834688
20,162,5845214913409540552426528452355928333769848654592
20,163,11690418677765019596896607999836500645228337711872
20,164,23380815057443181675951444112219499383242558116608
20,165,46761585518755179271800181332981678028381472901376
20,166,93523081845333052213433870093746066288570487692544
20,167,187045985306481615264367247084075580837903977480448
20,168,374091613844934498874908100746360336107476561166592
20,169,748182514154492027135532436552164903226093327483392
20,170,1496363601239591097131276297547829919119825940354048
20,171,2992724348343118245564617649371996547812446554998784
20,172,5985442988419552519704823362956830559852848839389184
20,173,11970874560316624938120095758215731502413654067568640
20,174,23941726287610065336012369179467811425571271842840576
20,175,47883406909217312874737160074328355764068655029321728
20,176,95766722486516092638166389965111512084424065353646080
20,177,191533262309369323854113717992614755256955677004529664
20,178,383066159291761334132307917173131811052961302104768512
20,179,766131587930264858985264657031745945481214601504751616
20,180,1532261714555407733827705247969745000065521022769561600
20,181,3064520506503358765543326611750127332332588320606387712
20,182,6129035167797378653893234363159440848887246932945135616
20,183,12258058645187228596828379786159786736629870948912156672
20,184,24516093909581697837332601462647348707262265869383503872
20,185,49032141057622473050670011227820255890167241460937438208
20,186,98064188592252292945594139188262990251557962543845294080
20,187,196128190138697663594062176509771999844086826420711012352
20,188,392256006186138250282357131937836675118663113696254652416
20,189,784511264190475881449657742627001738628191990158976671232
20,190,1569021032018777592701175493766281485926352192852727601152
20,191,3138039071316060978348054120849859323519447000464225912832
20,192,6276072157194841803827559961288291477370869920123883044864
20,193,12552132343526539813510283092031792436939854718637309730816
20,194,25104240745349625040139770399516742369719863122039068917760
20,195,50208433607338006865784463349451695018351049249311764873216
20,196,100416771448044859134009399840443608470389457787802881097728
20,197,200833351363010072561556367786231161934292570512382460428288
20,198,401666319660226180339092179184063962834473549013514720378880
20,199,803331873189595083671134652454648208440678241520430640791552
20,200,1606662214118936917056519620028114540883247314428018751963136
