n,A225114,connected_A006958
884,247137031175742230544717267841945268795682547493931904174834209373331890639763701031512473830969862629521243631399623293929670187307854546108842078920851499256358517249932294850911653850475330782777330969577547762642628594413958141148825551672685488560292107068222185852414152469018697260257562014511361926000097231412073902523270420281993914619479517587442796551305259007408267926963327939512923468949587922245172217005506721334620781630,579720883905256937000853451600746193874030286558415982815882554760340597576947174072822798309596581103234218643679475454830820821907463858235787169975208117703498553320039682359993928278796141950706391051436750874366799139851331357434473489079898656346940785144524756251377065399762813347298111557057967010622822550886257
885,773277750398610866856952364808863713518728898823263929748298541416549005064437869631483133756509110141849974371479786911586606279411296400258364980613122145954602285510168910818452414821311709194392523823989837416708805951009829153737157744033934551707318665577684048528433531704379724105677636690460378984424585268419015104552568597235247878326673082417409513429055627424682742170151839092693127708098316682106914078740052104195685938282,1338655866385296046448220722392496692267848213982606905029575615954802205520305830856097872705324873515883422620386941511875020259675601859732368457288850527689681057515624841864515481553057346381655255320703539336888690225637043682996923212242290773033113214083388741627291281777758184915705232424937927499393196264304244
886,2419542212742373615760692851931922222769088899714134345191147879473868919404353952677600196048540249071407102040068195543391132996711859731947334400626650253108158657501297903370797112193379509892206115546872881736382151590144107291696736847506268039783723660872984649197469097857866783929826026121058944028781651405313503402189723762976593535102707803586620644111025096972443531519785867885585868273670726908855090406750687487009789721657,3091141924258557219178639920927758948856023950044798687972675088666423144166855625842466024605351958213983118565542335403324661919943115593237510045062906372326113453171739228261548912215603533103051537918844232390434268097338933364168991460078849228906019287225214194303413934106703910278797508963182573775038461328322092
887,7570610322390026096215969444117245183444155028370510168089197695221482737963368031255222573413547956879644094786408648113390507213493540252846027352861109163247374613085053035277331865990148202416099127392545373861779139022836573727560069294117127300032200728224496549545120738570973949048738280696904706447373401983022742754441117133939402828261914938659421316625238116088103586940147134296971467685250078982803941882511947555812649042100,7137875114767323504349969918879607241969954261788089782091660338656218650254935614450216563644147118435243426777008726732721201557557849213966871772230996253497542633750463011523504693388981442904972316445722002012741937922365465462532045014341774082903542407088058942260398781104340372002538553746203324491584241044411417
888,23688010215997447152473912475934759251784362761675387577423021087361306223881330452557681224226155318289883475549310739363835831611436707072859158988791025976653718803046481937139653007835238500083073666085735645946265225097274260988498705864246267454342369879529627566267064306280483584818685504023168285791897431629271154103606857264923589951596724466261290719783095699828112762325940568668251838470585760423247383154232611336844078091203,16482342901882561035881792835738702124891895153023585203162465436701316826704412783026812825232811597275604127528062438471819484214949004107970535146542143003376844113089460768485703439055912323384879981299178977816969635870250083462023648631204359393667547289816222290208079908856355779493115999313275468194501950059386236
889,74118440138661689399596740679664053014870191777976803790249456662927595647244177138597181060497756063092171423858249310858132827436420570404623871382485115787363228520941785202712767847818485510425793348182337864433451988423521138497564895895839312108681261388038048394548434331067912345601294306528277774639968504774221211314317679658983532899870534882298829637880020355406381412373348110035810102285812398462543288065969293493485023874497,38060014103243961526867283944852115564187659468681717525260505085616818922526362369536800540739132380572299904419173073487833738364844707765022016474640919441090209063528444710600673289089990945237860459500203116229005816883686001573335190870975777825299100293968830528389143115220917723969933542450878419651491907136820685
890,231912394434817068652633688162971657212058523586064894869004192361588108171678494990544708060270346724826927519224846614430490413890721204752868671170891909080672373894331504951157674749834763712922535584763509814738013289853134008598910797457271915811145819092016681128342373076619055720420291402079473252766439145926353125538225497583884220398780637222055488164190442410289954742084239633872463747188222377568595246964407649489899973148810,87885847428503552182561567239575310585673011481542088445048498737734750007217703010609961600221812692622434881390656209378414995718672405759790439214481372203981458304304692691869078115206528287176908676072510750669258602143435373103000328047970507469060337319415177935649806770104334854375979625786048617236066485956762863
891,725640725733995507032121812254839417852327227519577373906236887991351159972238207741305744480733553571312724998367758504299814396874834821171996279881203088656629493076269920679682996537711275053904895173037464757498305822910865262249968027150869546912953340586393639014220345761697252150987706822189706280330878565002914112279098330446735849558937890188523344991794902007472874681734603389373571499436550905343751175954202234137551765239295,202940602104713170095608737387426048977626707411946168487705648228975778629829911099803732064390254557762934892914239069861215607349276628033354072287159178130424168432682438658788882611516128717629130676160305415932964546001105601428539791918014505698916748940976884732611447038788119936347609194606967744183301590801837451
892,2270488665028021156736007201089020831351258434607041645457388738551505886872665638553700670553030474945359911276349272322473554998783810006633661973981815994539982115428836085690124566666324936538142626880148376429641879280904068799678220038014119841571597359916251489883121504659829846372448254445735698104448226322056371335817818854514695643356949250334381130776215770197832519104921729697436990750834013417123552501999711124288229119522467,468617976473721007984753206452366984251138630947135297597374358873362190395894065773258470253293378942419683169993243227366853844546193385996121188153177768449358612717751044505145095611529859888427359749620141098159278520758587389201749932929863803822316993986845304031422652679187775485517153932293207057325672242880991262
893,7104230227439691445979480128669148571765823757854370858151064562776401064404148450204450942776240484939231869509143788827037354429611114541415581713245551215878442514258895457501080686521118928312580066126676920110433133975135655234460548414041161920918765205566773715675562522955063992298880275625500873469231420176634822135713208365266780434793908115668284326078680921492351988834371953664020485279051118550153429107017732755848725352050053,1082103855003911001975163647276661746868856026173225872936433611302081967615502242091220170063223099704985778802279515835475855087641802739019841107531482122049468064746879297554683984097119573258970341197736568472093913558575333151438605407755718411887776351105222517214603817442609969591652495146938943101942491589850107237
894,22228733356766145859583929533083220254912352061572868787526424942721101857288281098933568416865461530096958129490747805552684361716791191300342527586976892756606603831436584126986926338910131306455231205923482711056717501124320456217691990651075887478182957494303053177242703995136836897334285654469279699738395024383072623487835892884577894814729096118024281501615156606803304027660418938140484845274868061390196850822540213861417513337680415,2498727773581236683178555798589188783633347603162367667547282658021761002182772987155077485762018930589222377012442266660530168587986141020175892700469428439039037290761393551166403280133937790674516140085948123655995047864216826789187216318453412706161820241165220546238429529044440896798787015919819659205369664373501657248
895,69552445631295883310418860150751342064383436904804408343456866369612717046281897827922793856549849756881979059478589514643047704245503824308507058027585684354834882096119410886764111631332285260248365808151652059684026708130317120239356424507737078533697353032789589527377320441558237067713538156911210832825260044215945412785004519954098377409930468045721598792822674898670434829326292878598304949598584005289686869160302286174373411939640904,5769908736203215809413551996743579855655993401118225718363729427134115034259205631257123677586915375494254470558809732751438874395321094101852205719643606521585761921434698016926110079270019560934654104743390937950533161256722851378710579508059423483919368275356207547853756451133889220616509850924792851634621457370776035923
896,217625656651366636155733338709845932535710649009677108367580746397259990199407407148669227669291599713166781311080324309637253446084190757618336630262782648592229312825544564034752178682535352656598558433731218107513627149379615327740152543458421859669028617755985162915988063109676279487215172870259856056613467435011292275333810733022465335112828750392139699111445703762259779506186338653388307465687506019585023760127597220138949322952547694,13323518942761626352460204533519350449527188684463842099428375077184455556411911677572377737336181815513792466165963556276962318083233458281368425029468529271751072819217336954615858810580023866727342700338612613742225189572069556414274965905765774782294448644246617538003207908065941776533265236771989420361874648092393744922
897,680938333700058316439989899475646543892124253478587579421829955500579375290242084250931414554806386621697565673645342517960908687380258206176202604323860888259290365499595178598575217989652654167558980429528624872370705692313235583670898402296226501394014515879612324657199727272599067795344466520040714776821627746114499117500353572279924667817582849275306888770854901883284391911868032838087336085510183242372302473332988038416546928523505689,30765851789700782220188388737433977511596446213038653384938411788450618239454752046994300156234087888078413948905232218197397632033363226986271965814760208216235797720176980165127010532436088014425113151848744743849864047717373184313132295992481545802295847315730389582644631347541174736427921258919580267880239293961434251859
898,2130617416332561800882464329144323866717325162667522901650327811490922847898811338307313646365022431712759888054368615323923037391159790315706793319776276198354211664361585693730685774069521902172664690846905069747341345747645857134421138523183231342479065215603272988151548577242779582234818785421549083485779017818590622896068823901448613039759800703119919367684639115535274995317522118030680713488109732780324665557083142548558506579371302815,71042615724284148061185475027239700851863085031589226829235239798155330938280156654256862172724669535948640662174762780505653518187056742203607833445863761954140085853415153096759132854622902318223083295186152680312548967309005315918187860510584032662247952191157014589364613744473609764793852248834459342509677438216836028633
899,6666581025205178890858070234113792630926731496428605182633094054766681310921139824770810958154283479029655304826693988673956997377776148303281680962268964581332258564069112667972851376425073059214143005282767284325310623868284894518502068886043078846413802893603605086814221253907525043061406074529950981081009765961099421758008978941128169292662852194058370608715075868329947561311539237341576681429990283995625599707397142716683037885333957226,164047245740092383766556514091004534902565230499068451470908795600102285159534797751220498589151261889169295088649182877542123509901777004972784393019496448376709402468753758665917181432734537700043776172556863939483344347200139194225356690204719704141618712596467817162902162341226239085430110511896261799544992031694077144892
900,20859353830931376255507404765421593525896687813568367056464031573476924403953884963321167284246139139255204610913226262149809994708262669390511534695331852257498312382763931819367504804737752573395225049463605054278364962784195508528545237093471497232664347723724936504939543702381482791445699793298850964056821428525842209326670176639494800542797303753448248350720838292275105120490614686314778968495668285989242984858490139986178142601420531060,378807826268018921109079871827859286908291240549960658585476454680291239593209879197887311363466523773361882829188897023183722675979529792474344567225453668914416702206812632349745916200197181486232542666183358012718691378114767120566659089692522252726465714508087466009931272577728405586479643968702098080989748867215214822149
901,65267734780227908681994979486489800995990140261123430452835451809976966619113120347488318211400108817854952236372790845464213700379978476308244989826383342102068160870796522400098418452949889197967039401802250655183997082158694441894730457421232721706290428562733525971036986203699302257153855946752125734621698923813177487427149904563223507928334501095643051946782138630984216686312598371520802223498239510530204111655727007972649859774118863675,874719771091115643067738366144144987306400440093118798141302297120262505385367394348224872857098916422042810814616536935231038673033604953661457120428633248333695535301069322380528662968397448059910145199983027850960801833715510481008377653085342532191683180022245199893745458007571678387538050169580473900712255349716406717995
902,204219039471174599224634074616700744319651306394872947133850284555892446543816438337428870625737568201964349332664291128903727420161416830430227145449194421954046981553853864704122499849645570795016560317252865075630749312342879483895296365745183277497546290021728018560607714112572253530205747727723815121036549907433713407767903590088951522456890444039167851889631493417768211668501704315120147645590132215267441874887915949687290776213074273562,2019849181775711126367220018042475258321612222667040743751939020988605033977292095904326355193053446368009924955614679795542286109862943809551084148959098284943987665628061082129461502759120845317555373241383026894307607236261484309067224935580762826407600898364877554605869046135765238023010258811196562814834880231771137302462
903,638989789104237970170478434746154488858970270987822237610909187201410685595576766130151028179463514580389160415801627338088818829272412720155410077067737458624109395486360822808187207916288271640551435620393155323887093818947167552645682383361288078469147026766264002880906303975702116621281593471222446427245540161962136124231606285367636482543437515620510908609608344968973143541777337761801737387347588384507485709122424039813800969807815284633,4664111698345316344104981512140142681804074477782282980291528088422119082641130808022194948051792711529101038388146305251717348827153036979661125626387177824992494073387781972887786239084126842748595165339600813223043384057456667918366303812889082513955461957706440345448525249973589386104610315549913410226650398066094092793987
904,1999362800044463788341094644302839215857214799597083823831118092984224460260113705228560973515501674611872796968090189902377852142568152402753945076612668073379751513522938439054669679140894700017505024142279487209448679297118938975957182062563765774717174169911311184943574550391892054842068996092074507088629771717054245009496604039823828373148991440006171117129860964798246577172358054456167558194290039146918148799321350262260520336344034664218,10770080326253408552525511852984179587954601612681934348906009666705138439198501415405117891440466761102967235347533857183497788571375579775350509212405469718947467708239264611550736195005516864315704851005846504932169494082932232377763896082064327376297802918930512456397663765426287522686290835749210534348720751925095485802822
905,6255892776949424655111551535918845557253119119094507476626766135318379692712907676541702951032483081328655749706529034942913891571046486940555767624333339650650906726965138146818619717804755534830982871132113676423388089105810822160652036146282148311630076811813346658228605369331083217410996958068502110563068613118902118891844403391451583576679634173722618703621843549454409452610929518424246542624159718279238812436090007544285355355614206587470,24869608134621231587769665149072346066381495567278887673105123772056523420246844946052149490920472304695377805486804645455420022944617669256391781629016305647890317831455716786990484673360527225978474057633465724726437814138544058936910137808744628258947991744978700718535591213292973519341713723786732220022358654384794573529913
906,19574333600593966654428057512516106619679333228849368503236095685296776099760523012453764257038405103354848357906873492270683809201164003459154572351184035467572448421135147946821296279975853887329478678831675151126818102708118470234076626114552018119430082853613557020171580908777100921835408457233390482345947935800400886535674670168699509197847670092380782198842899968761071272143184335587642520475028734459615920846484201307761408395040172339530,57427371944659899749491791611607048789807735548018158724239083270450044228473600375034620696774531551536341088752876183186913742443601186165138693021279876759727027705967096442605722873747543426403871517994756297751569909425672281003355847238596814564125446790297571921090422720321119779085987018280807258430955006870138266609774
907,61246979379045637691549768478936013371336675454958410953240518737083856198545196682362340926103315717940939571077781708954355048144603455725741757898350000281685587338144569755501517021355057157055794200965835259311920431914645926820349655814304566729918097067859347871428639690597088470353061954713468713156457895358959165462273621332277405784398685831147287088946365524151372550171478567308141685644435855935110771547918145275963880325828912954543,132607760870959078619619096275984499063513466204616497437979859372067106824739721035010807625932381366163510854473386541681128065244482879405748492314903611378935172653515452409647478219341341378999511815517747004237871564789498213895217515813003634932923159889533740276913873135055255125877592171306759562795859186285466714590643
908,191638323919411222920452151382273277940240226606123619907157562696946408759341412387884852161016300375924181040629844674747433753879954864644718447748817355089547054116989753429487300587256955831641898744702335349981152368946686250258904465586383856117038280761553298816503741018063441044565554657720612608258906495927767502954386586545488397686444643105874743598007896475098775159501558258610809450902398214154549330181551628959181702594906046479843,306209698402273067634934647171887911603119323613892261165165854107645331040119210229671945840149254263655146635204218806195756088251206573902957627898966821499256320450970117153302773088054028392056513441771787225298518474128296343588663196502908697787965585578123062298500880944377236674946191577764340098658275463229726356994745
909,599625443850149260762197369082108528795732946906292143572299122379137616614315555356012823984776089435560318518439717569368365563606465360597261587087260084908470235510760548854825502927125632298823122997165760772537239735209027684040848007320404197722627153159471330066864613739825371343811859901274424736668235860671764984744262898938397586487323850923117089045880664468665365416685943605839489438710869527858844819971271131987378354526288925127099,707080632232779871333606310919498267908250922767375240406295519093266008721845746999282247032035272233912443375416951450141447252142875132275478504523086764094553616093375143559021941079932113747196423274340912508763488989182570055312889870057103818428309778139501960160351405417004392068583912495787721270133797125418078600833807
910,1876193996894319967533040187857741541338585322443487901609850356137643480210023820267637209977831031966361287874806680659627361059678060853345986106093642696573609291346066484518461986232400515606980283210853923727876925813085905394462481148165649199482372848357053393567449322474994787620712572161462194146969626981467212382742488570151259954221761676438689247658708669954742707424422393778595189863817073981897991903929447591451321955584651758936988,1632747176485238183984890439056969103453284579864731797225607016861402458914175026127455782431475607060566401153650734004604851645294951654798828746368429601910708869872927192627833733281387412955747644511747079866886896681565609123584488652459194639441286877399193416617440654401529357731268946620294432042614895528592654921545955
911,5870504579291973765680340055459828684523385519470150564426681328201540531579323987992347324055967574467899119652778012007267993132216705097858546524268878342168062922711122209745598378976558509217665272606384444921919123681627233198779594001542817458840392967302146215370408345861743022808001355554064991689723512117142883734066579777917192372072495115372849452925161078181193100014506242485443062066970631808008912741580938331241383718337888494649675,3770239518373459924481428660068792010513005531904089304493678532137225484810353046808268512287675954761182037388023927184188204472122114497399724559083815189738903617308621931160307508715479743660555579947879267237711446117193492388450591307052712389364534570837515802223508943449419885063833240071720623173798350019473623877699534
912,18368475793299969190786390468881736851476844714381326609217213970289715448850974177681419675480455421249492999525093020752139975833720512287679468507013784459963457385473659053704636633265448953003655363551987406091522912009755437424176611863004039730591384638913645011774917011886090174612361047827704800645793630824081372389155081083976671811264039779969736550509813309308665748345609531436791717890271684638569143070086735264920101631860408524422071,8706005577975933194361537821263672181546039469788906085718989613297649822359779565728907948497232784602308376963172641968948724174027108264651738816389877963899154460881930160397897382048747869896500920374930871425750399293325463299302121976573394641045403325986738022642127918270627579197424082513801643410045605463150751191342247
913,57473918708660640330032491255162166137897745676903741450228595274625095818836752412449700081316833569098522634691885512099775989852339162498690992986983377268955391534712017182327313767025308297754526459918968139241054205060663601395848420637170118113981896676291431766804733869437261555115485212004906012555459820181773960838511735167245280668364297444860678254476287031454768506112781432016307864528924806482769149383255579761261215984371741111859390,20103373473854787136727112069592906428735666409423964746392703366376040123645708089202113040368199877685495368704568960407082833327353731269854075889287071401605275734076728512161664113341376935965101966759629626243059469686100254304987526482719452321317116941657457023972697588653121450444141351013961611180868596346955697221975033
914,179832631128523779614556780947675146708693140339909915264235058636753266001271605158404396202427484290588237547233398129247781678964377444419608693055773324342026921637411155737081043107226705495873735761577680208317080581724400046565707829608003872500261507833080878436579769062655480172039231857671043917746046630924911022554815972874595897697085509541657652477417835028770909829135122641680871152398276572923294187173096566232748600202396849797262581,46421475544614624465635326758361853226779919690790891758585785276410787371092046347849803827156590632262876702672818945894212338661849428252437112310391409704272367122959452274743488135809897192590584886759227486813342999985615238125779421402726787581950561791919675584099198670652759280518677224855754254392757126229460704505369198
915,562686100847591551934126332751807362644182807672013027018464012046762260356781423841929876514960292826589419179109985210949965727328694056777199878595422021040908349723583657000687767389778426403872412443592928931400213420160718258615169221694968428506076214329312168838034906675381559081934626135660521872861952367105810406409342223112277960767688579817538192515595179983118851162379377028750945376359626205841439810817054128231205065100173296222144914,107193620739417375743123766318448534769974172181493981230403568635159531264492201634394741888844017882551061709409159580316610046563773168928560614277899778483696587360643254833977286716202468913131514877002305104288556080929975427277963472139981488802920197720584716799163547092667146636888478945006707129015597322411294619200797714
916,1760612888218186316742654863592134794509926375870497752564682769367184261626763852110864338985347756862475930094730467458232288514257109496586973231957991892719668895993869375298201175271166450726060547075481017658128865022077247994240763509268998133380535274773217348395220562107872606678444589739091702223500024544052267438376550739054738048854637631108593701557949358137379262477675311619430652663866052949772943459307178803733579226763934440650667915,247524926608220785525001096809687336244153186557911604065646379876585129674978082055853996296350160717968969088837869525249182512041340472414810011846108647597273291445728077491366709455494510734736377862999519601297356711915367131088008265203965314340356901779275986563350486863232882112400658311636923431418768422493530802824398428
917,5508857847191751234740995612398427077012666861949025835260786060148933027625860277487907215245728114504116068092455109085502768425269429948605865278524509352765501821111132951351120556332967792339295990412838998094397489737491190668350950348233110077132437958943969303659969425915917614014040374697290674434785402138417207402567530513651117520597462148606584926759853224606212948609164072086279147503298675164208004547286487782474200532528964814898533003,571569360842340890980170206165398837802145597005081879442868627946606464021129201422246690110901351589158000135870345826828112344690746569134017311090597590514136338583643101733659787492125483075422336996840648357612319235218630201754889058509537697387330175575366086568664146041415185993260458514599250377963628610636975319423927495
918,17236903684874809044528466531628260133346584041577427415498567334113702869330405249421464045651716132190107620930354164053624334540229376911384775997914281857658603813925504381157533993023284024555253453394498401162753989797949411531152041307688141895812725313571976948536288404270594553580488432419828409729385716578418177487141119296979638216819048233182078928905105764070485089765695825208073874982520758613735735846951055352172414736476763531810877957,1319832869886293002040173508580929781761978072359994887582217516818895348350559891993580910812907396983428840978179799369628932874721871762560459255530043090964623609546655637866934022581981736320099883614529795716445265372877638321909593171612330875566211737107277996088100219271485024327049860466107436290072394191223344302459318885
919,53933293775788546802643149278861440878938485276559006650808850503270401319904194308219698749664088474492135479549252982466088987578758833019232857795795696370594423154671522831168020818405655543551665131783591071610590966095651012205441454114803637571845585981499399784639238186981308968508597698238567339843191792313024923344110374909191606591528030111654382103830094486771335961914988229154781374518680997516983568078652853264740077703994696631308174176,3047677016600584502145115094863809043673382734803520724560521060573113411603132327540450738629252342615880358576604190681836855366705247388470515660537789833539066175675292110368467243256413639156697338656918826229114309531469630245819565750463996881452949411601056500848525901592728600313463178010740784635454959459837729046599178584
920,168754216574172271646186456904917515398818109679945208042968199810079596599807343099169210942371046495689509340548079278566383071857838798591887731601096077942671305297017984982474739882321361305273788217618665206576888152402399026661033431462566199225694710806974772835317756717773639176023701772996417979767363532486308823203372659360049999161743218961413313196395467296709231700288462341526349169214314973435735410433026961204948347191279985091165807520,7037508619038752536338136866128854281104864614596060083240057149487311207562485029870209340040781796969202124988330899067390650788653219868310289614417014537865200096086218499381898553039773295633447816839664444868324691725831689408318583413839959944487089888275750780536140319456404384465505979834064157816853443451292734537538399334
921,528022370188464705521688234579142337524529124087714958301729836498415445177284194653619442579758965484143253803137462881852396904364676684734193556431827701782841739281602811583859037251919559925752261729742830397373639972331034924014054364759110403482627457047801613164069527236169188816828088707904518011209055888193667680160007491725302569910157186297152744775140138624366838973733414334363634389929186730249257366248572956277564088458636375052315442256,16250582753118377562889165730799619998876650651122301710232378994957041987052896813619814943623233500211800153818433817684624462821923081817681543528752992636342347876573655746698960524830847140911591796221875970478660899897945714174320319294276192383908096540166567619373784694403342501296845728698279986852738854738967353512290268111
922,1652152041468547193051855785484611058844198737081260347490230998186564711080428004945207905089263139892798776201706620554505054772858274084083099596092173256748388803105665815791747115633527609424084809790010262000972477105479414556743018217777211013211997440077433588709875148861919220354243538355684783235808063806563655918957175114033419114167254070110671712719864766053802962402494283127161238843533967715468145894321093841985664412682770220433154091239,37524847799336568705202017260461241308492936576305805460391160957003095008806942849307919523257410783581189792565603553363263506808795771569577169552429241728116367322670003652292848847815602578237517490049657891081036875898578004622731072054379076129450161543105637844485541644312504148997835061938455323681854926050680170831030964990
923,5169490010725154828689929033746807094537014539055972280799138956869651614786370230926320674526881808523740825442156488000118898558243016298765174066484613701902188509597421974993871872157776065309150832953026418415831015040242254309362054352742473707914336539403400772219613946022354210095541232682019468632898033581580397686778474814738477544933226309912205470238224186403065788336133772162675717652475057906405890938503113269732583354846684071743730285155,86650074262300955076340163590746926781743413402123356207316218253848207253873070022377034074726969379049570099913672539143326813423651676700780342040642636560333183908980244127007649433292753824635197336907972903644780927221503885729776114806110162069237301241770600374916320847786248187942786198855930487299315289315057510117617554736
924,16175040976999520190336814393743344173086576612630743787619870050187578732445709390787589869113371048670673620028206116386435948960802659788157544839008644695928473278446737439004607865723956190102493575873054396068383958002847086235394877771655794788416695560448188576419120918007397517112937661600163658706544050459233233018798672974583741490152951432920629035233547474570988817426669973190099481322141591226165449331818433959653068528345594079353606393837,200087030594032533340539632293263780613617451682853878368325970872830725030657851732424242407239936872518074293245830754939627653292187459671772390973719135534745978370531396787755978446203195993493773889346748666492456241100375778479241994430342456006919002859858292791793988304088063389918432862462882531535397605761810089396400281041
925,50610785602603947595897304452302450782171933036800716183299928886776504235513294322624632206293689548789584506154849548571516586412831416263426572333770836204594862591850047899711788396148110647021584812495512057371692370111920493779453250685328319589832059351137584408600140165635211270281411493286824490887651084156950379698330149080830240903527085896636593850977394772531718454687029998563347050737669557583621625575845542738217047207496307586004460815177,462028684369579947606715481376265894184131130336364543938978241765931797034063237441336793637157009719340713357129310845025186942918527688321124687124475504231371213841138484969064782579909971327014668206606915414108688324643419007193107153819224338862144498745609952019200271738045403537541421469517933175032165469322396399472201597605
926,158358276987060458116916224490487151079901025710570362510930319424039150665362642990509148197482541747049628235473965905348579077962374081852489325736629600366979186371151517656163935126650463363377204921619412666472083051905696513191525047668455708753332704109939966339272559765758684315507663211396755864250674348514130890963975900479924340734140008737277117132692133659345629616921608105260669176042202676531748943721997573168522555531766240107771011780390,1066888266303510978018204546031450205924719971546149274997557161945067061133588200996777892379878457838293207726265477475280911556734614130042062581615981448717738280160000903570105259803038853543280658114370728408145029829832032088963158377425393111653647309380067640878450421427327647517658774404159282488048417876352398943349044128448
927,495494064984842308105168092889997248823031049065146777490586378337683019151990289571157727669169882780561929911633254255846940315941237122041017622566617458966001677140996323677736483096881846885472770812214299239264006541658987285194833257242273234165059281818709542644986844402661535449047731791507891431568535667994281920086980498541225117631538404286260963242921076355878429006347118016684617839407076308926599366526490253452783180521253019094215874991232,2463592870492899601425369533913707761453104440659713844200906270131085247045921880670160729473330775065565491824324034798777336788813044152447461290946583091732832136714978684797465754077942436994695387003640600863102123167849153498706020921118156857344266709222531481933169627021030722991006018570374449132599257086011392708831002513212
928,1550372819825920727154579514800313267367481231539220480910275602630401415149558460092339943911326056309694233098494149706191319799627698381427996447375055420960532308481000414408128659410340435953705404831523053650110674781962299914851546851258612219763552128168626337942861304225928298310883371135437364777091277815407980918316720103819482396007301258074297202849938323261770578955473238282471339900645912760073544943473165279144739413400824421871679702550463,5688777375509009865395913930842938864269576016080513643905097543550627368721162282641818668865404250535164690593581638212344137497411990802068790199768465523016702213700043193472686946642647297084674267205265584079441073397551376983750238154798903048218864856079236723595145354989180255677487418016838457213220591521314054903328747668307
929,4851028600168010590873293419043212789270608388662934860989364668356725940736772908684470612035562905743217022149855753896734731437608294905074940417155244042498112293124781150271024750629395980238007729930087750921168948429463405393958751830574089941940605250190624065711643518451375998103461769494477044768466686958369403276418647365705581606886869700762421428400653040513841610743910090537400850559764973106828424111692345656402102228622288117471495054399279,13136175386653218648402774123441399182372607002052966569079264895725499247765639794974373476680344353109066305177038637998047529153250137697524501089144661962923166243582218774882151875558297056268859661272500851213629484667671304713330815614183244994983856185710224224167787226379061702555672224710803391307499781734464188340580105876296
930,15178593289767739120701216267122221635215617857882257859881853769985993729345170596037932058477092393039708366340775328126579602479277532579138932010387655459838320214747692307263522385795218867865029528998323650464212389061171728985577341083072201643226515799098384980619483422979997493487574281313966510431630218720208651892397205304668821902102526026926400818194937802998505565896646746955500370130171809849601443516807235342504511923967857520085850721264087,30333249554079081040771727265118344751759728119973016558218645699599638209142306229873244131715217626793839038460461542503109772916866504276335198897563327938014458581120425953596066313285377546966678705857574887884192221694857186756128316098453251200621855849511415345197368173933534461202241237433632533242515370070537115297260789927148
931,47492957318001159059468012276620544889006010232536380873912050597677221118634649864896370023195394865197417316835396541481876541337793190474147805096525562315756014695187517637602862450865599056304020843967117684764030014189425514162586392187515479178183916363062615551532003803646908133534765188318629729757858150053773625913379266862132821483537897020453206136468686847656894322790995948131095265780679986137268322423537405007394269147643837051853807202152953,70043677206449025759946345420594077513861366550609746431090546693705262779544759767085729740327476339631362271099865063803454135549405166853503354730596123856073532180610545099052327890464151967169471976399703794307581935885547238684517276483444280826680537649514103759491058458539215376130662788871124634044034654422764370285220638731016
932,148602769159775968757047472813287231389070348871865831313742181374599568556651972387359401442174493959283650214684880492169563948130633284083162486086612633194359160710108465617803155585530272643033801217001459406898084304661750440264099961808724531347619932240298262091573210846689188819017837400582477463825861388295409358190866350556011310784000891795521002566911409665116270567732212045786083376060112097579728189754872316995949521915158523998540381309270766,161740558256194940133054195232095964197814691310914435358267583949362073275091294336311085177625002752736750879002665740453409136155318227204133192508475182744481242277795492397885615174957548181949912771801704194202920314875857251991552976172256944821175827697210483023629651989203547389844283118342556139737425545289031653232823095953418
933,464969634425853524019557373749552121598171117645561268190401773977310538019673212039093960488647393626673332259606070471298399198437091719356015240853688545626006429210323341971097152256562153118810404517045905990502205354114194741041228063843596944789557283413388347883944635947879423370104707896710091746206784683413154489414733963749759388032290547829283921198840303795157150585399127855042735934350464449552623166679282713635796870822352404002963455456938443,373481365176198919901198050238530030820184522127512613288421558928057344094756384277631966817561422972244191214629736863251795223249364212179711340161369625968182494214734409304165559631872916276630986418889238349076656290964307316455293217990793809902078923513122707347196946500171265940964331780484875458965310324055181296032792619707242
934,1454863608266004977089251016012254612910661088654435603251818592541785997993398700289739330714011615972311594036392919575996680393151964315417644748519272143542383451805669335890436387632682380363222147192744670969184177251686206057627786067518564610026049530368744152514195643889525428839486375781711929573944096331695248944454313367929425133843185542413550361099245222587466758606457670716950175027587480983506923264884717567254195926741183105598698833404238796,862420234218120794343062988665818841977555191560361705827330358898781862719939322684869645964745085921047944979485064438572746729159164971617269882531913616213161763217593151103934669516552269780939503664128775931876805642156795384232593477318994887163126644641282888343256083219433809743193859819757442882187737573770281816307332550821936
935,4552185695460308844804296767197061761826709873703361547783406741775901439387215729252352907963714449088482123912798344324004673594856757165860635611969646504766752211520906413306975825276949432130583920103250501773782314034255996047953008406475158937482241151442100287487184129303959911232296345033989183253962626025039570443905858517323868218457768396237426534641244013997594111680452778711926131335309093168822350331485036089018487270082557808760914789614451207,1991447846502187249555396044785109549259370348510638737863069605863652428638504408061392576678281435348577298563535470878846700294596444476024890954053765373725830967289061236914965817697476595567786639556393989638027911559859091254225745439159483955627270442009784048906283096981968294065738865066440323139051877332601258917173327190068041
