vertices,natural_poset_index,codomain_size,isotone_maps,height
5,227,4,219,16
5,228,0,0,0
5,228,1,1,1
5,228,2,11,6
5,228,3,56,11
5,228,4,192,16
5,229,0,0,0
5,229,1,1,1
5,229,2,9,6
5,229,3,41,11
5,229,4,131,16
5,230,0,0,0
5,230,1,1,1
5,230,2,9,6
5,230,3,41,11
5,230,4,131,16
5,231,0,0,0
5,231,1,1,1
5,231,2,8,6
5,231,3,34,11
5,231,4,104,16
5,232,0,0,0
5,232,1,1,1
5,232,2,12,6
5,232,3,60,11
5,232,4,200,16
5,233,0,0,0
5,233,1,1,1
5,233,2,10,6
5,233,3,47,11
5,233,4,152,16
5,234,0,0,0
5,234,1,1,1
5,234,2,10,6
5,234,3,47,11
5,234,4,152,16
5,235,0,0,0
5,235,1,1,1
5,235,2,9,6
5,235,3,41,11
5,235,4,131,16
5,236,0,0,0
5,236,1,1,1
5,236,2,8,6
5,236,3,34,11
5,236,4,104,16
5,237,0,0,0
5,237,1,1,1
5,237,2,7,6
5,237,3,27,11
5,237,4,77,16
5,238,0,0,0
5,238,1,1,1
5,238,2,24,6
5,238,3,162,11
5,238,4,640,16
5,239,0,0,0
5,239,1,1,1
5,239,2,18,6
5,239,3,108,11
5,239,4,400,16
5,240,0,0,0
5,240,1,1,1
5,240,2,18,6
5,240,3,108,11
5,240,4,400,16
5,241,0,0,0
5,241,1,1,1
5,241,2,15,6
5,241,3,84,11
5,241,4,300,16
5,242,0,0,0
5,242,1,1,1
5,242,2,20,6
5,242,3,126,11
5,242,4,480,16
5,243,0,0,0
5,243,1,1,1
5,243,2,16,6
5,243,3,93,11
5,243,4,340,16
5,244,0,0,0
5,244,1,1,1
5,244,2,16,6
5,244,3,93,11
5,244,4,340,16
5,245,0,0,0
5,245,1,1,1
5,245,2,14,6
5,245,3,77,11
5,245,4,273,16
5,246,0,0,0
5,246,1,1,1
5,246,2,16,6
5,246,3,90,11
5,246,4,320,16
5,247,0,0,0
5,247,1,1,1
5,247,2,14,6
5,247,3,75,11
5,247,4,260,16
5,248,0,0,0
5,248,1,1,1
5,248,2,14,6
5,248,3,75,11
5,248,4,260,16
5,249,0,0,0
5,249,1,1,1
5,249,2,13,6
5,249,3,67,11
5,249,4,227,16
5,250,0,0,0
5,250,1,1,1
5,250,2,18,6
5,250,3,108,11
5,250,4,400,16
5,251,0,0,0
5,251,1,1,1
5,251,2,15,6
5,251,3,84,11
5,251,4,300,16
5,252,0,0,0
5,252,1,1,1
5,252,2,12,6
5,252,3,60,11
5,252,4,200,16
5,253,0,0,0
5,253,1,1,1
5,253,2,15,6
5,253,3,84,11
5,253,4,300,16
5,254,0,0,0
5,254,1,1,1
5,254,2,13,6
5,254,3,70,11
5,254,4,246,16
5,255,0,0,0
5,255,1,1,1
5,255,2,11,6
5,255,3,54,11
5,255,4,179,16
5,256,0,0,0
5,256,1,1,1
5,256,2,12,6
5,256,3,60,11
5,256,4,200,16
5,257,0,0,0
5,257,1,1,1
5,257,2,11,6
5,257,3,54,11
5,257,4,179,16
5,258,0,0,0
5,258,1,1,1
5,258,2,10,6
5,258,3,46,11
5,258,4,146,16
5,259,0,0,0
5,259,1,1,1
5,259,2,20,6
5,259,3,126,11
5,259,4,480,16
5,260,0,0,0
5,260,1,1,1
5,260,2,15,6
5,260,3,84,11
5,260,4,300,16
5,261,0,0,0
5,261,1,1,1
5,261,2,18,6
5,261,3,108,11
5,261,4,400,16
5,262,0,0,0
5,262,1,1,1
5,262,2,14,6
5,262,3,75,11
5,262,4,260,16
5,263,0,0,0
5,263,1,1,1
5,263,2,14,6
5,263,3,77,11
5,263,4,273,16
5,264,0,0,0
5,264,1,1,1
5,264,2,12,6
5,264,3,61,11
5,264,4,206,16
5,265,0,0,0
5,265,1,1,1
5,265,2,14,6
5,265,3,75,11
5,265,4,260,16
5,266,0,0,0
5,266,1,1,1
5,266,2,12,6
5,266,3,60,11
5,266,4,200,16
5,267,0,0,0
5,267,1,1,1
5,267,2,12,6
5,267,3,61,11
5,267,4,206,16
5,268,0,0,0
5,268,1,1,1
5,268,2,11,6
5,268,3,53,11
5,268,4,173,16
5,269,0,0,0
5,269,1,1,1
5,269,2,16,6
5,269,3,93,11
5,269,4,340,16
5,270,0,0,0
5,270,1,1,1
5,270,2,13,6
5,270,3,70,11
5,270,4,246,16
5,271,0,0,0
5,271,1,1,1
5,271,2,14,6
5,271,3,77,11
5,271,4,273,16
5,272,0,0,0
5,272,1,1,1
5,272,2,12,6
5,272,3,63,11
5,272,4,219,16
5,273,0,0,0
5,273,1,1,1
5,273,2,10,6
5,273,3,47,11
5,273,4,152,16
5,274,0,0,0
5,274,1,1,1
5,274,2,11,6
5,274,3,54,11
5,274,4,179,16
5,275,0,0,0
5,275,1,1,1
5,275,2,10,6
5,275,3,48,11
5,275,4,158,16
5,276,0,0,0
5,276,1,1,1
5,276,2,9,6
5,276,3,40,11
5,276,4,125,16
5,277,0,0,0
5,277,1,1,1
5,277,2,16,6
5,277,3,90,11
5,277,4,320,16
5,278,0,0,0
5,278,1,1,1
5,278,2,12,6
5,278,3,60,11
5,278,4,200,16
5,279,0,0,0
5,279,1,1,1
5,279,2,14,6
5,279,3,75,11
5,279,4,260,16
5,280,0,0,0
5,280,1,1,1
5,280,2,11,6
5,280,3,54,11
5,280,4,179,16
5,281,0,0,0
5,281,1,1,1
5,281,2,12,6
5,281,3,60,11
5,281,4,200,16
5,282,0,0,0
5,282,1,1,1
5,282,2,10,6
5,282,3,45,11
5,282,4,140,16
5,283,0,0,0
5,283,1,1,1
5,283,2,10,6
5,283,3,47,11
5,283,4,152,16
5,284,0,0,0
5,284,1,1,1
5,284,2,9,6
5,284,3,39,11
5,284,4,119,16
5,285,0,0,0
5,285,1,1,1
5,285,2,14,6
5,285,3,75,11
5,285,4,260,16
5,286,0,0,0
5,286,1,1,1
5,286,2,11,6
5,286,3,54,11
5,286,4,179,16
5,287,0,0,0
5,287,1,1,1
5,287,2,12,6
5,287,3,61,11
5,287,4,206,16
5,288,0,0,0
5,288,1,1,1
5,288,2,10,6
5,288,3,48,11
5,288,4,158,16
5,289,0,0,0
5,289,1,1,1
5,289,2,10,6
5,289,3,47,11
5,289,4,152,16
5,290,0,0,0
5,290,1,1,1
5,290,2,9,6
5,290,3,41,11
5,290,4,131,16
5,291,0,0,0
5,291,1,1,1
5,291,2,8,6
5,291,3,33,11
5,291,4,98,16
5,292,0,0,0
5,292,1,1,1
5,292,2,20,6
5,292,3,126,11
5,292,4,480,16
5,293,0,0,0
5,293,1,1,1
5,293,2,15,6
5,293,3,84,11
5,293,4,300,16
5,294,0,0,0
5,294,1,1,1
5,294,2,18,6
5,294,3,108,11
5,294,4,400,16
5,295,0,0,0
5,295,1,1,1
5,295,2,14,6
5,295,3,77,11
5,295,4,273,16
5,296,0,0,0
5,296,1,1,1
5,296,2,14,6
5,296,3,75,11
5,296,4,260,16
5,297,0,0,0
5,297,1,1,1
5,297,2,12,6
5,297,3,61,11
5,297,4,206,16
5,298,0,0,0
5,298,1,1,1
5,298,2,14,6
5,298,3,75,11
5,298,4,260,16
5,299,0,0,0
5,299,1,1,1
5,299,2,12,6
5,299,3,61,11
5,299,4,206,16
5,300,0,0,0
5,300,1,1,1
5,300,2,12,6
5,300,3,60,11
5,300,4,200,16
5,301,0,0,0
5,301,1,1,1
5,301,2,11,6
5,301,3,53,11
5,301,4,173,16
5,302,0,0,0
5,302,1,1,1
5,302,2,18,6
5,302,3,108,11
5,302,4,400,16
5,303,0,0,0
5,303,1,1,1
5,303,2,17,6
5,303,3,98,11
5,303,4,354,16
5,304,0,0,0
5,304,1,1,1
5,304,2,13,6
5,304,3,67,11
5,304,4,227,16
5,305,0,0,0
5,305,1,1,1
5,305,2,13,6
5,305,3,67,11
5,305,4,227,16
5,306,0,0,0
5,306,1,1,1
5,306,2,11,6
5,306,3,53,11
5,306,4,173,16
5,307,0,0,0
5,307,1,1,1
5,307,2,13,6
5,307,3,67,11
5,307,4,227,16
5,308,0,0,0
5,308,1,1,1
5,308,2,11,6
5,308,3,53,11
5,308,4,173,16
5,309,0,0,0
5,309,1,1,1
5,309,2,11,6
5,309,3,53,11
5,309,4,173,16
5,310,0,0,0
5,310,1,1,1
5,310,2,10,6
5,310,3,46,11
5,310,4,146,16
5,311,0,0,0
5,311,1,1,1
5,311,2,14,6
5,311,3,75,11
5,311,4,260,16
5,312,0,0,0
5,312,1,1,1
5,312,2,13,6
5,312,3,67,11
5,312,4,227,16
5,313,0,0,0
5,313,1,1,1
5,313,2,11,6
5,313,3,53,11
5,313,4,173,16
5,314,0,0,0
5,314,1,1,1
5,314,2,9,6
5,314,3,39,11
5,314,4,119,16
5,315,0,0,0
5,315,1,1,1
5,315,2,10,6
5,315,3,46,11
5,315,4,146,16
5,316,0,0,0
5,316,1,1,1
5,316,2,9,6
5,316,3,40,11
5,316,4,125,16
5,317,0,0,0
5,317,1,1,1
5,317,2,8,6
5,317,3,33,11
5,317,4,98,16
5,318,0,0,0
5,318,1,1,1
5,318,2,14,6
5,318,3,75,11
5,318,4,260,16
5,319,0,0,0
5,319,1,1,1
5,319,2,13,6
5,319,3,67,11
5,319,4,227,16
5,320,0,0,0
5,320,1,1,1
5,320,2,10,6
5,320,3,46,11
5,320,4,146,16
5,321,0,0,0
5,321,1,1,1
5,321,2,11,6
5,321,3,53,11
5,321,4,173,16
5,322,0,0,0
5,322,1,1,1
5,322,2,9,6
5,322,3,39,11
5,322,4,119,16
5,323,0,0,0
5,323,1,1,1
5,323,2,9,6
5,323,3,40,11
5,323,4,125,16
5,324,0,0,0
5,324,1,1,1
5,324,2,8,6
5,324,3,33,11
5,324,4,98,16
5,325,0,0,0
5,325,1,1,1
5,325,2,12,6
5,325,3,60,11
5,325,4,200,16
5,326,0,0,0
5,326,1,1,1
5,326,2,11,6
5,326,3,53,11
5,326,4,173,16
5,327,0,0,0
5,327,1,1,1
5,327,2,9,6
5,327,3,40,11
5,327,4,125,16
5,328,0,0,0
5,328,1,1,1
5,328,2,9,6
5,328,3,40,11
5,328,4,125,16
5,329,0,0,0
5,329,1,1,1
5,329,2,8,6
5,329,3,34,11
5,329,4,104,16
5,330,0,0,0
5,330,1,1,1
5,330,2,7,6
5,330,3,27,11
5,330,4,77,16
5,331,0,0,0
5,331,1,1,1
5,331,2,16,6
5,331,3,90,11
5,331,4,320,16
5,332,0,0,0
5,332,1,1,1
5,332,2,12,6
5,332,3,60,11
5,332,4,200,16
5,333,0,0,0
5,333,1,1,1
5,333,2,14,6
5,333,3,75,11
5,333,4,260,16
5,334,0,0,0
5,334,1,1,1
5,334,2,11,6
5,334,3,54,11
5,334,4,179,16
5,335,0,0,0
5,335,1,1,1
5,335,2,12,6
5,335,3,60,11
5,335,4,200,16
5,336,0,0,0
5,336,1,1,1
5,336,2,10,6
5,336,3,47,11
5,336,4,152,16
5,337,0,0,0
5,337,1,1,1
5,337,2,10,6
5,337,3,45,11
5,337,4,140,16
5,338,0,0,0
5,338,1,1,1
5,338,2,9,6
5,338,3,39,11
5,338,4,119,16
5,339,0,0,0
5,339,1,1,1
5,339,2,14,6
5,339,3,75,11
5,339,4,260,16
5,340,0,0,0
5,340,1,1,1
5,340,2,13,6
5,340,3,67,11
5,340,4,227,16
5,341,0,0,0
5,341,1,1,1
5,341,2,10,6
5,341,3,46,11
5,341,4,146,16
5,342,0,0,0
5,342,1,1,1
5,342,2,11,6
5,342,3,53,11
5,342,4,173,16
5,343,0,0,0
5,343,1,1,1
5,343,2,9,6
5,343,3,40,11
5,343,4,125,16
5,344,0,0,0
5,344,1,1,1
5,344,2,9,6
5,344,3,39,11
5,344,4,119,16
5,345,0,0,0
5,345,1,1,1
5,345,2,8,6
5,345,3,33,11
5,345,4,98,16
5,346,0,0,0
5,346,1,1,1
5,346,2,12,6
5,346,3,60,11
5,346,4,200,16
5,347,0,0,0
5,347,1,1,1
5,347,2,11,6
5,347,3,53,11
5,347,4,173,16
5,348,0,0,0
5,348,1,1,1
5,348,2,10,6
5,348,3,46,11
5,348,4,146,16
5,349,0,0,0
5,349,1,1,1
5,349,2,8,6
5,349,3,33,11
5,349,4,98,16
5,350,0,0,0
5,350,1,1,1
5,350,2,8,6
5,350,3,33,11
5,350,4,98,16
5,351,0,0,0
5,351,1,1,1
5,351,2,7,6
5,351,3,27,11
5,351,4,77,16
5,352,0,0,0
5,352,1,1,1
5,352,2,10,6
5,352,3,45,11
5,352,4,140,16
5,353,0,0,0
5,353,1,1,1
5,353,2,9,6
5,353,3,39,11
5,353,4,119,16
5,354,0,0,0
5,354,1,1,1
5,354,2,8,6
5,354,3,33,11
5,354,4,98,16
5,355,0,0,0
5,355,1,1,1
5,355,2,7,6
5,355,3,27,11
5,355,4,77,16
5,356,0,0,0
5,356,1,1,1
5,356,2,6,6
5,356,3,21,11
5,356,4,56,16
