x,shape_mask,exact_grundy,capped_grundy
216,29,1,1
216,31,2,2
216,63,128,3
217,0,73,3
217,1,1,1
217,2,125,3
217,3,126,3
217,4,123,3
217,5,126,3
217,6,2,2
217,7,127,3
217,9,125,3
217,11,73,3
217,13,1,1
217,15,126,3
217,21,73,3
217,23,128,3
217,29,126,3
217,31,127,3
217,63,129,3
218,0,126,3
218,1,2,2
218,2,73,3
218,3,124,3
218,4,127,3
218,5,1,1
218,6,103,3
218,7,73,3
218,9,1,1
218,11,103,3
218,13,2,2
218,15,126,3
218,21,123,3
218,23,1,1
218,29,128,3
218,31,73,3
218,63,127,3
219,0,73,3
219,1,118,3
219,2,118,3
219,3,128,3
219,4,118,3
219,5,126,3
219,6,73,3
219,7,118,3
219,9,126,3
219,11,129,3
219,13,127,3
219,15,128,3
219,21,127,3
219,23,126,3
219,29,128,3
219,31,118,3
219,63,130,3
220,0,1,1
220,1,73,3
220,2,126,3
220,3,127,3
220,4,127,3
220,5,1,1
220,6,103,3
220,7,126,3
220,9,127,3
220,11,128,3
220,13,73,3
220,15,1,1
220,21,129,3
220,23,1,1
220,29,1,1
220,31,127,3
220,63,129,3
221,0,126,3
221,1,1,1
221,2,124,3
221,3,2,2
221,4,127,3
221,5,73,3
221,6,129,3
221,7,126,3
221,9,128,3
221,11,129,3
221,13,1,1
221,15,2,2
221,21,128,3
221,23,73,3
221,29,73,3
221,31,126,3
221,63,127,3
222,0,129,3
222,1,130,3
222,2,126,3
222,3,127,3
222,4,130,3
222,5,1,1
222,6,131,3
222,7,103,3
222,9,1,1
222,11,130,3
222,13,103,3
222,15,127,3
222,21,103,3
222,23,1,1
222,29,129,3
222,31,103,3
222,63,132,3
223,0,2,2
223,1,129,3
223,2,127,3
223,3,2,2
223,4,130,3
223,5,2,2
223,6,2,2
223,7,73,3
223,9,130,3
223,11,73,3
223,13,128,3
223,15,127,3
223,21,128,3
223,23,129,3
223,29,2,2
223,31,132,3
223,63,133,3
224,0,1,1
224,1,128,3
224,2,127,3
224,3,103,3
224,4,127,3
224,5,1,1
224,6,2,2
224,7,130,3
224,9,129,3
224,11,128,3
224,13,130,3
224,15,1,1
224,21,130,3
224,23,1,1
224,29,1,1
224,31,103,3
224,63,130,3
225,0,73,3
225,1,1,1
225,2,2,2
225,3,73,3
225,4,131,3
225,5,73,3
225,6,132,3
225,7,127,3
225,9,129,3
225,11,131,3
225,13,1,1
225,15,73,3
225,21,130,3
225,23,131,3
225,29,73,3
225,31,133,3
225,63,134,3
226,0,129,3
226,1,130,3
226,2,127,3
226,3,2,2
226,4,130,3
226,5,1,1
226,6,132,3
226,7,131,3
226,9,1,1
226,11,131,3
226,13,73,3
226,15,2,2
226,21,73,3
226,23,1,1
226,29,131,3
226,31,130,3
226,63,133,3
227,0,128,3
227,1,130,3
227,2,103,3
227,3,131,3
227,4,131,3
227,5,128,3
227,6,73,3
227,7,103,3
227,9,131,3
227,11,73,3
227,13,133,3
227,15,131,3
227,21,132,3
227,23,134,3
227,29,128,3
227,31,103,3
227,63,135,3
228,0,1,1
228,1,129,3
228,2,103,3
228,3,132,3
228,4,103,3
228,5,1,1
228,6,132,3
228,7,133,3
228,9,130,3
228,11,133,3
228,13,133,3
228,15,1,1
228,21,131,3
228,23,1,1
228,29,1,1
228,31,103,3
228,63,134,3
229,0,103,3
229,1,1,1
229,2,2,2
229,3,103,3
229,4,132,3
229,5,131,3
229,6,130,3
229,7,2,2
229,9,131,3
229,11,134,3
229,13,1,1
229,15,103,3
229,21,135,3
229,23,136,3
229,29,136,3
229,31,2,2
229,63,135,3
230,0,2,2
230,1,73,3
230,2,130,3
230,3,132,3
230,4,73,3
230,5,1,1
230,6,2,2
230,7,134,3
230,9,1,1
230,11,133,3
230,13,103,3
230,15,135,3
230,21,130,3
230,23,1,1
230,29,134,3
230,31,103,3
230,63,136,3
231,0,133,3
231,1,2,2
231,2,2,2
231,3,73,3
231,4,135,3
231,5,73,3
231,6,103,3
231,7,131,3
231,9,73,3
231,11,103,3
231,13,2,2
231,15,73,3
231,21,134,3
231,23,136,3
231,29,137,3
231,31,131,3
231,63,138,3
232,0,1,1
232,1,131,3
232,2,131,3
232,3,2,2
232,4,131,3
232,5,1,1
232,6,132,3
232,7,131,3
232,9,134,3
232,11,135,3
232,13,135,3
232,15,1,1
232,21,133,3
232,23,1,1
232,29,1,1
232,31,2,2
232,63,131,3
233,0,73,3
233,1,1,1
233,2,134,3
233,3,131,3
233,4,135,3
233,5,73,3
233,6,137,3
233,7,135,3
233,9,136,3
233,11,73,3
233,13,1,1
233,15,131,3
233,21,136,3
233,23,73,3
233,29,73,3
233,31,136,3
233,63,138,3
234,0,135,3
234,1,136,3
234,2,2,2
234,3,73,3
234,4,136,3
234,5,1,1
234,6,73,3
234,7,2,2
234,9,1,1
234,11,138,3
234,13,135,3
234,15,139,3
234,21,137,3
234,23,1,1
234,29,103,3
234,31,2,2
234,63,135,3
235,0,73,3
235,1,131,3
235,2,2,2
235,3,136,3
235,4,131,3
235,5,73,3
235,6,73,3
235,7,137,3
235,9,137,3
235,11,131,3
235,13,136,3
235,15,2,2
235,21,136,3
235,23,131,3
235,29,139,3
235,31,136,3
235,63,137,3
236,0,1,1
236,1,73,3
236,2,2,2
236,3,131,3
236,4,2,2
236,5,1,1
236,6,137,3
236,7,138,3
236,9,134,3
236,11,138,3
236,13,73,3
236,15,1,1
236,21,136,3
236,23,1,1
236,29,1,1
236,31,2,2
236,63,139,3
237,0,136,3
237,1,1,1
237,2,137,3
237,3,103,3
237,4,2,2
237,5,137,3
237,6,131,3
237,7,2,2
237,9,137,3
237,11,73,3
237,13,1,1
237,15,103,3
237,21,139,3
237,23,73,3
237,29,136,3
237,31,2,2
237,63,140,3
238,0,131,3
238,1,138,3
238,2,136,3
238,3,137,3
238,4,137,3
238,5,1,1
238,6,138,3
238,7,139,3
238,9,1,1
238,11,2,2
238,13,138,3
238,15,137,3
238,21,131,3
238,23,1,1
238,29,139,3
238,31,140,3
238,63,141,3
239,0,73,3
239,1,138,3
239,2,139,3
239,3,73,3
239,4,136,3
239,5,73,3
239,6,73,3
239,7,2,2
239,9,137,3
239,11,140,3
239,13,139,3
239,15,131,3
239,21,139,3
239,23,131,3
239,29,73,3
239,31,2,2
239,63,139,3
240,0,1,1
240,1,73,3
240,2,137,3
240,3,103,3
240,4,136,3
240,5,1,1
240,6,140,3
240,7,137,3
240,9,138,3
240,11,139,3
240,13,73,3
240,15,1,1
240,21,140,3
240,23,1,1
240,29,1,1
240,31,103,3
240,63,137,3
241,0,73,3
241,1,1,1
241,2,137,3
241,3,141,3
241,4,136,3
241,5,73,3
241,6,140,3
241,7,137,3
241,9,131,3
241,11,73,3
241,13,1,1
241,15,136,3
241,21,131,3
241,23,73,3
241,29,141,3
241,31,142,3
241,63,143,3
242,0,103,3
242,1,138,3
242,2,137,3
242,3,103,3
242,4,137,3
242,5,1,1
242,6,103,3
242,7,137,3
242,9,1,1
242,11,141,3
242,13,103,3
242,15,142,3
242,21,103,3
242,23,1,1
242,29,138,3
242,31,137,3
242,63,143,3
243,0,73,3
243,1,140,3
243,2,131,3
243,3,137,3
243,4,140,3
243,5,73,3
243,6,73,3
243,7,131,3
243,9,141,3
243,11,73,3
243,13,131,3
243,15,142,3
243,21,131,3
243,23,140,3
243,29,73,3
243,31,131,3
243,63,143,3
244,0,1,1
244,1,73,3
244,2,139,3
244,3,141,3
244,4,140,3
244,5,1,1
244,6,141,3
244,7,2,2
244,9,137,3
244,11,140,3
244,13,73,3
244,15,1,1
244,21,142,3
244,23,1,1
244,29,1,1
244,31,2,2
244,63,142,3
245,0,73,3
245,1,1,1
245,2,103,3
245,3,140,3
245,4,139,3
245,5,73,3
245,6,142,3
245,7,103,3
245,9,140,3
245,11,73,3
245,13,1,1
245,15,143,3
245,21,141,3
245,23,73,3
245,29,142,3
245,31,103,3
245,63,144,3
246,0,103,3
246,1,73,3
246,2,141,3
246,3,2,2
246,4,139,3
246,5,1,1
246,6,103,3
246,7,143,3
246,9,1,1
246,11,103,3
246,13,73,3
246,15,2,2
246,21,140,3
246,23,1,1
246,29,142,3
246,31,144,3
246,63,145,3
247,0,73,3
247,1,103,3
247,2,103,3
247,3,139,3
247,4,142,3
247,5,73,3
247,6,73,3
247,7,143,3
247,9,139,3
247,11,73,3
247,13,103,3
247,15,144,3
247,21,144,3
247,23,145,3
247,29,73,3
247,31,146,3
247,63,147,3
248,0,1,1
248,1,73,3
248,2,141,3
248,3,142,3
248,4,103,3
248,5,1,1
248,6,143,3
248,7,103,3
248,9,142,3
248,11,144,3
248,13,73,3
248,15,1,1
248,21,143,3
248,23,1,1
248,29,1,1
248,31,103,3
248,63,145,3
249,0,73,3
249,1,1,1
249,2,141,3
249,3,2,2
249,4,141,3
249,5,73,3
249,6,144,3
249,7,141,3
249,9,145,3
249,11,73,3
249,13,1,1
249,15,2,2
249,21,145,3
249,23,73,3
249,29,146,3
249,31,141,3
249,63,145,3
250,0,144,3
250,1,73,3
250,2,145,3
250,3,103,3
250,4,145,3
250,5,1,1
250,6,144,3
250,7,145,3
250,9,1,1
250,11,146,3
250,13,73,3
250,15,103,3
250,21,144,3
250,23,1,1
250,29,146,3
250,31,147,3
250,63,148,3
251,0,2,2
251,1,146,3
251,2,73,3
251,3,2,2
251,4,73,3
251,5,2,2
251,6,2,2
251,7,73,3
251,9,73,3
251,11,142,3
251,13,147,3
251,15,145,3
251,21,144,3
251,23,142,3
251,29,2,2
251,31,73,3
251,63,148,3
252,0,1,1
252,1,103,3
252,2,144,3
252,3,146,3
252,4,73,3
252,5,1,1
252,6,103,3
252,7,147,3
252,9,146,3
252,11,103,3
252,13,144,3
252,15,1,1
252,21,146,3
252,23,1,1
252,29,1,1
252,31,144,3
252,63,147,3
253,0,73,3
253,1,1,1
253,2,145,3
253,3,73,3
253,4,142,3
253,5,73,3
253,6,103,3
253,7,145,3
253,9,142,3
253,11,148,3
253,13,1,1
253,15,73,3
253,21,148,3
253,23,149,3
253,29,73,3
253,31,150,3
253,63,151,3
254,0,142,3
254,1,73,3
254,2,146,3
254,3,2,2
254,4,147,3
254,5,1,1
254,6,103,3
254,7,146,3
254,9,1,1
254,11,147,3
254,13,73,3
254,15,2,2
254,21,146,3
254,23,1,1
254,29,149,3
254,31,146,3
254,63,150,3
255,0,147,3
255,1,103,3
255,2,142,3
255,3,147,3
255,4,73,3
255,5,142,3
255,6,144,3
255,7,146,3
255,9,73,3
255,11,149,3
255,13,103,3
255,15,142,3
255,21,149,3
255,23,73,3
255,29,142,3
255,31,146,3
255,63,150,3
256,0,1,1
256,1,144,3
256,2,145,3
256,3,73,3
256,4,148,3
256,5,1,1
256,6,146,3
256,7,149,3
256,9,147,3
256,11,149,3
256,13,150,3
256,15,1,1
256,21,149,3
256,23,1,1
256,29,1,1
256,31,73,3
256,63,150,3
257,0,73,3
257,1,1,1
257,2,2,2
257,3,148,3
257,4,148,3
257,5,146,3
257,6,150,3
257,7,2,2
257,9,146,3
257,11,150,3
257,13,1,1
257,15,73,3
257,21,149,3
257,23,152,3
257,29,73,3
257,31,2,2
257,63,149,3
258,0,2,2
258,1,73,3
258,2,73,3
258,3,103,3
258,4,149,3
258,5,1,1
258,6,2,2
258,7,73,3
258,9,1,1
258,11,148,3
258,13,73,3
258,15,103,3
258,21,103,3
258,23,1,1
258,29,151,3
258,31,73,3
258,63,152,3
259,0,148,3
259,1,2,2
259,2,2,2
259,3,151,3
259,4,149,3
259,5,151,3
259,6,150,3
259,7,73,3
259,9,150,3
259,11,146,3
259,13,2,2
259,15,152,3
259,21,152,3
259,23,146,3
259,29,153,3
259,31,154,3
259,63,155,3
260,0,1,1
260,1,103,3
260,2,103,3
260,3,2,2
260,4,103,3
260,5,1,1
260,6,146,3
260,7,103,3
260,9,149,3
260,11,146,3
260,13,152,3
260,15,1,1
260,21,149,3
260,23,1,1
260,29,1,1
260,31,2,2
260,63,103,3
261,0,146,3
261,1,1,1
261,2,149,3
261,3,103,3
261,4,148,3
261,5,73,3
261,6,146,3
261,7,149,3
261,9,151,3
261,11,153,3
261,13,1,1
261,15,73,3
261,21,150,3
261,23,73,3
261,29,73,3
261,31,103,3
261,63,152,3
262,0,149,3
262,1,152,3
262,2,2,2
262,3,149,3
262,4,103,3
262,5,1,1
262,6,153,3
262,7,2,2
262,9,1,1
262,11,153,3
262,13,146,3
262,15,103,3
262,21,146,3
262,23,1,1
262,29,153,3
262,31,2,2
262,63,149,3
263,0,103,3
263,1,149,3
263,2,2,2
263,3,103,3
263,4,152,3
263,5,103,3
263,6,149,3
263,7,73,3
263,9,153,3
263,11,73,3
263,13,155,3
263,15,2,2
263,21,153,3
263,23,152,3
263,29,103,3
263,31,154,3
263,63,156,3
264,0,1,1
264,1,149,3
264,2,2,2
264,3,103,3
264,4,2,2
264,5,1,1
264,6,149,3
264,7,151,3
264,9,151,3
264,11,154,3
264,13,149,3
264,15,1,1
264,21,151,3
264,23,1,1
264,29,1,1
264,31,2,2
264,63,151,3
