tower_level_m,mu_2m,mu_2m_plus_2_over_mu_2m,gap,leading_gap,gap_over_leading
226,5.4584136009992324e-14,0.95998145471272389,0.040018545287276108,0.039027340541660127,1.0253977015051259
227,5.2399758291109606e-14,0.96012613310660244,0.039873866893397558,0.038883473512294785,1.0254708052455657
228,5.0310377303763694e-14,0.9602696893396403,0.039730310660359702,0.038740745676161148,1.0255432611563664
229,4.8311530384045251e-14,0.9604121367804157,0.039587863219584296,0.038599143179462642,1.0256150774001564
230,4.6398980127272878e-14,0.96055348858573586,0.03944651141426414,0.038458652395410325,1.0256862619287124
231,4.4568702228072196e-14,0.96069375769852927,0.039306242301470729,0.038319259919550028,1.0257568226524425
232,4.2816874019233491e-14,0.96083295685899506,0.039167043141004942,0.038180952565205054,1.0258267672634895
233,4.1139863667359199e-14,0.96097109860150587,0.039028901398494131,0.03804371735903124,1.0258961034266283
234,3.9534219984738344e-14,0.96110819526786351,0.038891804732136492,0.037907541536681223,1.0259648385401845
235,3.799666282085457e-14,0.96124425900044708,0.038755740999552923,0.037772412538574468,1.0260329800214441
236,3.652407399772219e-14,0.96137930175699771,0.038620698243002294,0.037638318005770513,1.026100535020751
237,3.5113488757251077e-14,0.96151333530391347,0.038486664696086526,0.037505245775942025,1.0261675106999042
238,3.376208768914095e-14,0.96164637122707952,0.038353628772920478,0.037373183879445146,1.0262339140448391
239,3.246718911131285e-14,0.9617784209347997,0.038221579065200295,0.037242120535484306,1.0262997518839658
240,3.1226241875669997e-14,0.96190949565667272,0.038090504343327281,0.037112044148368828,1.0263650310138321
241,3.0036818573879e-14,0.96203960645194531,0.037960393548054694,0.036982943303858762,1.0264297580688757
242,2.8896609119883034e-14,0.9621687642098129,0.037831235790187101,0.036854806765597499,1.0264939396046722
243,2.7803414686731867e-14,0.96229697965521088,0.037703020344789118,0.03672762347162873,1.0265575820312431
244,2.6755141977143407e-14,0.96242426334824227,0.03757573665175773,0.036601382530995437,1.0266206917166905
245,2.5749797808129877e-14,0.96255062569298044,0.037449374307019556,0.036476073220418653,1.026683274833873
246,2.478548399168315e-14,0.96267607693286039,0.037323923067139608,0.036351684981053817,1.0267453375708036
247,2.3860392493995747e-14,0.96280062716064163,0.037199372839358369,0.03622820741532258,1.0268068859411752
248,2.2972800857518171e-14,0.96292428631846627,0.037075713681533728,0.036105630283818045,1.0268679258633648
249,2.2121067870461935e-14,0.96304706419898645,0.036952935801013553,0.03598394350228145,1.0269284632094497
250,2.1303629469594891e-14,0.96316897045130989,0.036831029548690108,0.035863137138648353,1.0269885037190094
251,2.0518994863105895e-14,0.96329001458107366,0.036709985418926339,0.035743201410162441,1.0270480530736406
252,1.9765742860870253e-14,0.96341020595617677,0.036589794043823232,0.035624126680555229,1.0271071168123567
253,1.904251840046784e-14,0.96352955380384897,0.03647044619615103,0.035505903457289767,1.0271657004875687
254,1.8348029257704361e-14,0.96364806722133989,0.036351932778660112,0.035388522388866799,1.0272238094376158
255,1.7681042931507403e-14,0.96376575516990504,0.036234244830094964,0.035271974262191599,1.0272814490266522
256,1.7040383693075745e-14,0.96388262648275747,0.036117373517242535,0.03515625,1.0273386244904543
257,1.64249297903558e-14,0.96399868986504111,0.036001310134958886,0.035041340658341941,1.0273953410052652
258,1.5833610799028275e-14,0.9641139538980924,0.035886046101907598,0.034927237424121141,1.0274516036336814
259,1.5265405111934684e-14,0.96422842703875611,0.035771572961243892,0.034813931612689399,1.0275074174100303
260,1.4719337559190167e-14,0.96434211762514377,0.035657882374856231,0.034701414665494056,1.0275627872402924
261,1.419447715186876e-14,0.96445503387346709,0.035544966126532906,0.034589678147777338,1.0276177180566497
262,1.3689934942321739e-14,0.96456718388961304,0.035432816110386955,0.034478713746326141,1.0276722145460684
263,1.3204861994947292e-14,0.96467857565822146,0.03532142434177854,0.034368513267271111,1.027726281526844
264,1.2738447461049134e-14,0.96478921705710763,0.035210782942892371,0.034259068633933541,1.0277799235912723
265,1.2289916752468694e-14,0.96489911584992216,0.035100884150077838,0.034150371884719102,1.027833145377373
266,1.1858529808326189e-14,0.96500827969590586,0.034991720304094143,0.034042415171057105,1.0278859513423753
267,1.1443579450055476e-14,0.96511671614443073,0.034883283855569269,0.0339351907553841,1.0279383459789377
268,1.1044389819775431e-14,0.96522443264079105,0.034775567359208948,0.033828691009170797,1.0279903337016929
269,1.066031489765647e-14,0.96533143652915221,0.034668563470847791,0.033722908410991168,1.0280419188147014
270,1.0290737094007842e-14,0.96543773505345132,0.034562264946548682,0.033617835544632713,1.0280931055380438
271,9.935065912069466e-15,0.96554333535361025,0.034456664646389745,0.033513465097246758,1.028143898173647
272,9.5927366776975102e-15,0.96564824447811526,0.034351755521884741,0.033409789857538008,1.0281943007831942
273,9.2632093325594287e-15,0.96575246937476389,0.034247530625236111,0.033306802713992133,1.0282443175144151
274,8.9459672872546262e-15,0.96585601689907008,0.03414398310092992,0.033204496653140611,1.0282939524005839
275,8.6405163313771319e-15,0.96595889381530275,0.034041106184697245,0.033102864757861894,1.0283432093777478
276,8.3463835974501127e-15,0.96606110679364277,0.033938893206357235,0.033001900205717999,1.028392092418875
