n,a_n,reduced_core_r_n
506,5699789109702200923592619336390929306877802971120783203664005919285531902154325956121731448119171858844814858007344736213854379016316735138900590152812335131456579761904040792979636784630508888386632176364944453154050486033848129465766289680385077792913476423360284561029649,1840507231605150220961875696531907576305965572307603243029803802729587027495648375187356392497299362348027940574813677899603818956145114715289653460256942331099402751725338844960750307926211907460768693514950756363962715312176731262122282091872647192118644041522547937178241
507,20154351799738436443703327406959553869663086800162809710787630851136694742278957283538050842826140457352530274016754418805623337168676126820739010620760761171215314207640249941819902143950893424749678483779311029724892554347130406847935207694412731569622333368351222924021579,6507967399546081657794083198991925203403022169903004043189799096717201574293907055349290014414056322460175772277930693897312880513849956291528745868218550773994490017735417358098473410062765362569121650172582066643883636005251397562612602422970409137740349881624126805512881
508,71265840322732348595665046335801522623575041219446148325713414179925442809373780893928136683597989097087034866183420757984621954358927888217847784535811359907633352071644859149017998423997749452144288782570468938200122897553404219196060597692600632192374625866419452970329838,23012073136142330319750498427303466370947494221103916066275915931791103892922649768901774233071222763380157908710643157563914214404858850555208340097647563003205241012591579101248346118695190177412955232066386947310797088728493475393206898430822181523107615239067615991820755
509,251997657395280267381571099488202668989061186824851667551890849322611056846624693432384466905858040084925670884789179326828981066072770866824126310665493274119111303030348483883139131058021322308807769048961033332871606416308194723808226565239818826109040152111165036851736794,81370811803208468966975639878511682971604006267671082590478267122858609722567932270002196308642116026132431748323184741814699071190757283695592244756610706175124656678815707833003799422751951752647323751631534356167397575984806576549112042323657379431569803620706832270929671
510,891074682353370120576069048146262172876099780710167767975809455455634841520340132336765480917086253887522646581728866437185926441411748738985590556862408213537095192904293065080169533248482978599546738061485040389938738787080494657017411225751527661268887465924211787745924199,287729286239955262918105295158718295073859128872577311497249934154687282039410528728779219527180771278002835451187944490872334170456049917044908938974839147409383365333767751287453724898540446034386219111967316785379710762264623137959460513893522918174900826189245393980599139
511,3150896975846722283215427264203806864312292569224972838787149543627733365112512816044574835346288473186024429475365808484675136157359138177643560210569904831039182334895094294125578411908332717487179377201624923466778479103492521014152198152064577673784324489457999126959819595,1017424038663872256091019491621918736373248073169840034011357760405562857849412909054233832449077067824548886953936425286627753368822357184772910176826933169134261500130303910527654077770187673902946536376772058869391809808748945085652045517391371326401878845858191165405572869
512,11141836741170455282574658516262645923042199783181933702625502138115144701033720161855334122573102090202216239260409525575088898326012655699539886399037753266960444558259582256629743398818996466539402015201087069038809771922574001236866919239734425143641672869288479756027294117,3597679051080351023930927498710654723937823301672928315165932420050323751748312239841804294426977599297813678002502876254477716460171903941869047748873249061741473081737420710965755888959261322932595186685537414764843370585427571372819583136804680596676184255349547479271503897
513,39398696752056662175351009127176355665383098378192554508966661417222689489510639561969545406406802668426564017656856694143538427772349882169135448887249066065234275793429998615979817644146730445550379041540394117287860269051183604671306418057266781406051264758981875868169333441,12721705191334360962471562045563539597785201609364381518603195622104776882664652601112126842364532396413115132658883509893346600754601766204871879172412484638052293554600432912554951240114274149180134366602129612442914780456126429018108836121927078986640396437459995656728454165
514,139318692800594291048038006832126832968375296116140174394986878290662951846173176600785277182463598707115483713813225747992221465155334691912529015926881055735188556847620852487504360052119692696966166099893775360276018199150186867194712079698217551845416410678323049374317077140,44985309655052104665137977615742551213612453765667705646062247896925709532368621216632359869889993151050577228790714817717766194720089805502824299178070535025591980184006246072232577360777425193175285735756579756109087630342990235723109861813854916889631194690143965577957578503
515,492651018370085425306608314479550106868269654915325898538982301801877023618507259243443540251363890798382323776820900122370166879717423703801767053956203089850841114067688330686630646739670320069467605805037695982416202340704208863289542472589035165626107472772303689549465162922,159073768248002976201798204570978819623062035846542668622299907908269746932742501988915121387889035783500729883089290723353620665785229167535888161397918442478559712029857247046739624247021430818336539173450549839089053646878134759943471948610245223190358110620346625807809765215
516,1742094977295972834753403370032835944560236650284612337751598757390226213076263228919618001644382237848683625813830894045914598541042864250394898831264671098666901835993976938763265399690681105485902373749783178276631114109804672218104228845387246587165644970532304019417057249869,562508231262550626581485428258690370005885723709161080992771644310628485887546870738569100975324928651145667772766445015654561285281599313224973057788224611641909381109314750463536442857091823926959035338905518806404842098227972962165516201427976612348224595336876620359374185223
517,6160368800694806280852341385877821119529795148184447035294892270790882788584307583395910739635893508979037666153857767543946699117551705094606795974456862584950726660789183850176026303957052073127451434215644086337805506723176469139242484510435398063726026855059896190189473912233,1989123019367825643710273797395037845353844855469134957192055369102333590136201698990161847106156945183011576538561886957170878196949308694375303363514818417794288394223410026145054115729641717256116067450435117721692000554672508251601344105384999575411842895304567036087136319945
518,21784320990816289584600304337962149996077370977336640524398721766100533966023425735029464779131065955384881074645961486847949015075128772835744188411860490146441572065968998251598152845365102349923478828629723931582584970924609399063119621694420963269093753544216924590841200628681,7033910594620479205763374869469582886528339064273800541744305207634046523357909294524245542871664444248227205801726255519312079454783378198301763115841272677952387544968759424856119931028544101415291953090209317014293879486778017069738205564979201371386416076836363012543689621153
519,77034233245563290278262224525326206998613900353198881184979214988447617551017267519524526266525735302726985931759108187638418902952788343635762068831019634884669132392996697416768863998493819609599954375839557395086536999826437932987985536870967006806271297125043562746422211825135,24873361057858053929761144916872310728144374775082070857620291580097700270501728367363370837867786230343842452550694617671283860433285237345173272867516076372670989595988507085557020942138751822623715072826663456296133504200860293069718684296381479632978399439206967008439037912649
520,272411798165591663378755057149096489459792262922014217355610054298811457502032745182575202775232810724361175802758090898545690090169027332824567177507390047961994757891005558914436442642454247508706905502872631311669983134599063330611611136169358597352490165468573223988503793009842,87957833687202523532293671999774097150504957460819310669221994636690019397432073962291621483472203145493342852355026451356580096830152966987285633839366281861045160770317162606942280911237794874519955166884532902727175494171036615262029669071555093588393929801390250431438256876955
521,963319750866990857202804255394332520808759439278043936663062166920053583830152632237731733532667572607577284096871025623725338476069912890050873196776458676323649639425821230353867438831076025372458789523504936871327262428207372595762461136861020103143421880235918290029741610189974,311040532050249714345613207260649329784318497007224589986208937461829500984845984209859145970601794050180696741247656490094083875967737544519905181096430415236252922562811568401517600355154847426001316202533142285698023187548653895006173220835715156353365933976102975924691232347495
522,3406570727081811048865927425050050397892328988437501289834783151049401369287889659202548758899910144021131976540391971031229407469518287849741082179470807129350585949739486965899660697120017114225681007067610934936994937162480230152137325831120542641356273639495586535156460331529203,1099921900730626329021959180623565098334036455434430118491474067643207547002359838223213464631706786643785671013307719062419038262762306733971649985937958846366755938560977384152895081069036353173378747975320009466923896939770479205067797772957127975542808194378686975339362398061611
523,12046662416472463248277048147410406039917349097009288892558893781683117101911988845666559795188678373175170818360634173574477694889971810381970480352512312084575787431097393509541003306260350767873337726405080319028479109987293632077696364220956197904310314945926142816805556243275123,3889637292030608754939839203799685617783284312227601907849267332066650858825174663478398500200391713081909330247088578272543236197524510581596555464734279525208969913764511431949373179368011981699888043428443432537657096825449787023751328595434965314643791724352160482707768181407053
524,42600867793076557127736215239520417320634953564711476821267231159210390135573869096397256143197886338328876188844316440655681969990895460154857294970092571996815299351479215130072751783497594189265619156062344797586864599763308233959302429061174558425195569955634697627469565216776925,13754941404444475694950249030073277521329418108404907023945632334317870681223760287953742750240229572243959619118451322665897730062525177761630607606107706794431296005321329119287631678537458422241085322924409281235562269177358678198503439819391669211301529175182476006323287664706809
525,150651173166712266845498114917261479246158302133636681663026311222964670796728405325461618309872914087511896497156817532033179647106952328934204489836549921381806141633086571388676305413077355086094344020386022533589810080724980967200991379108704463965184365435907522189100847774927501,48641925507981031424787323064519073405926278597543641942575690253306008228333151888336050500714906423904826867660152421772868924337772894252520502598382240942732965729978425843355829595658825245216837623939736875915302132096721428710575548478709904648957367335326273754258759778422365
526,532756733650340580609927829640683107847722322129494711263997805388396976084560553303942979034559048936073467049055218386107462910907597017122507189006175249573741702814821112509669340204365117855548421941215078811635467700118655456892394671332017709240187976242031175493363936900627088,172014531631601887691350152091486313905404070565756505733450028642617443968773192652600500852822813337198332262195107486408401372213333835777338006209517020668796546427683229246309816376489404151038193087723458554631541930764063660963264683488858299035143791904785011496221521803333023
527,1884029617246582040643903261484804536366022966887748158739627049070157055600896380546161217739896561905387628603083602433527176128177228738476576485645146558054036419767512464119188777697548842489508082724732522674890751627592077846240158077735113130268731025733547807262331559135635150,608305681200740306646721898236609235147525288542066467032756877659684453150985573122093278204299626328148322002070817939582564815551251770362545393908311113178491893307745387839492556997221348588721086927949125243942699779152501987615548411946629097665604346617501153164830923302376959
528,6662678286002171876693462346008281859045989951240089051759629761870054150743945723734597129986550700329980684212413181086259534450084081244764905883859750554530277754518890517706140289386451963730662519333948935401991845373074699019665735725486788222914682332155176748489362233511973105,2151200821984129021363454907075806029070650214264294213039088333631058805672708892379116631741167166129301480112002028698072443568789903444935423240951404881316618825787641379357219956748353231428527463645440440390586612161438786537829734751015506523557503494303341717900801948609943711
529,23562007613239517120209573596295108181943162266839937022118378887732914630321207880155664179581463709524549639526170636838728902283343850567802973702886466545513300912727906068904862830779195766098492192547337515903508209946371740109055258051712216353874161783627317709336348230413286017,7607507273957876751961821998785568733715758437549270436589609565981955447954946127368452317998551197322272509566635390883067353217848156979308755959784750976858556891633219880891907975865671906383108001026524835036884875805440224262286451015287814565760177204473562826779311501412779169
530,83325525743909545319908806373297523552842745315134574758579560975313353907706765223189013868887624361465498630918258514871367504116324793317729170581480055505042120882112247323362967715582156407835264752563113571210551466149403443893474043136061543748763799664180456458724202072781868129,26903335468397747735479859622736636822102388823436485966508299478290346359604391628779889005512711495559152422336385429528848179091893679636264105102369902878188303795011148520875750881528626051990850459582360396548996410029715282888540661760447146318265662315486273993168494133342398977
531,294676936578973241312082101447242190534177644966238784772864969876226806908085761318200114937113653316210072938873155177652217299015759221043029102544593841507805809409021596494352727386835009444389332274290124636290154354275742371338472474241291151954238390062215861782124994532236027123,95141982937549878110370799921967258031638642591055448951220217498250462302044996047370271616104747869614052820176384689437692458973786006793833098555277274278140537104223883694600219933978868843132555827167825843558123926143028032435042481644523831417821119003108721293206806348218614177
532,1042117129914548943308613519416094686553929302827086920247009099325472748592851255364551018755820340759058329121746403193116658857969242321699077845652711761181443195289509140613251590343856182287392826199835071593399615813332532820725234528257441917377671705346792093824205585783756639798,336465533045128002746876590683195309789261986448926569134389578812205995131113578099975089379322886622357623251982448631125676246189170781279201164875179771260833577282801602758995309952748564380414919503997154405221069080318575938621344333175448159801545833858185130834731420181878703715
533,3685438929593130458595823287703182899073732558469586127561314636783407135996790495806293678887707677682051309471171187464088633850619401127404192397890973449023177967574016785172461633557419265638813171588160095416595135107175555104244096579882784179269024451528636827389150150160978115778,1189902205936966282212676243371801233791493072112538175152109388415839261348711726727919605419672265106557146387463201879336476979340122085926196289952682093391562531758630350313613500408347692060640493516449062349698537114232397680904354620824389215634030031113999148986152804668786178311
534,13033594065075135578223011267218487405523954707829935722203629070911965530722401401579401944558287935147241491500848788435701721520662820382698083828718208682382630098663232193711179658897108780843752396887336499581983987787144870262577538307140760783447667797129700479740843097623597561791,4208082558433586064602496473644969621254640032725024915446119474514705745494631597647935224698809287203098399727457301533671036563821597528500966119845383534199946138459383449605263361203538255673735534688579400628755083010183929118911402331754503382871696212691178269695975833417709809011
535,46093686219367331368719625700045409629090229991485398784791822735435216902654470200263943527862166807592097780927409158878247367930550650764685731284523169443322215182663852853025388158319187059857923733112690813828346431020757968582061824331696470168934615197178209411130256976767101489483,14881938993522722514016726536030010626108685276486808215559022689930707559351632624858395588290087916731707352954443398017156587228893592103992692672419042920410646346964482772398211621130691071833648035647546771500280846470709886063941724422832424573624752633354486243684647006460322495637
536,163012520201488056859489985253369605712982070199065840350289533346110781183929455961174203589209848205081864754218125895698192358639804839274454681964530883262710129908654332246188928504973047972289492530645512456837693776282738144873297811995123576016787414025434669284692742719812422658549,52630447870574223051028139571753521795552890794034090678246858100406828730418230561811156241177523366698573975071119165878780795032188108847023610323674971455522067750675514291783316600669396582654909602357931998503720786622625998646645808703144099186177890865922676691788396477281157972633
537,576504556614890551516072691737796628960006651592294941576859691469253317088188135176946255255209865813984906666422631484684750315182142106362693956703823356596896786340717645021430767677054331452349545984483580701739991018258226529417112752694321294298123610501624154929598209777644043806681,186130215779009238381227006472954147254805353838515898311177370378073047044964306403946137224703451766823757637424033663631566114630529274605816969568474103542036131754976895388514157342897088714493823002531868772881758683210048191508089259122909088079457969975827881693555123131150661411109
538,2038857063813419849284171802892013365195248090290562695568968551072936371875136438733376159573898222579367001729473123020008566947557019951569860689328333842124406987975772333357088288273230590291692140290541586922723623745344253375008282929386579441657150198124824634526861496023884096668460,658262260166631339515029178676046893540791742392943181824821063090228109711076867323646664337661357958483241173457247345831719775700984433557495365502457156757574979490642639278708227137651559181144043148499698923799408325163663913658183384813363313892058785787724403899199932618930466944247
539,7210627510367402245568906905877740592017168465094169644607758372154645814422995016041080556933951572786882563350872298935894838879406810174628475175064090799977474947935772062614845084232661505214886306985020369854413656617670827981929745186934042509535023740821651314736724612288399565242594,2328001655033691889081535026222017120554084967242732913716010094779848386750983217539703400134474037338055890026290915875327701352607065596445641595682622969185101356019256607244006976923328267451984235451690102368658552915127183952634192181711292428760447778530448418878761345660103188589407
540,25501256462417813610826872930582683093028446811744250301770019526115693987868076546077948260049312992058687200556788510066780255816452218215901796721767254949218476504258937677191269185699672240064521771210144228581840931693020589910603571473336849216182370741698337147327407859061395888391413,8233222587129399198163203508430961110846149880977440536767345385306952900575510954691887733673789212272078523005489953700381132256373002696335880037884708855241481994686417302796330126089758495195082856231765872113818982850420247250307656057304220782358132692448645766253779257443229412584311
541,90188741156464818445038129419903485443074909707151335961997564391633757435540520386132613763220737446640779549328407205849536442079445005213166645257575076973877158178780710266716187632992994779101741882920602594521431388057924014014083844628402877288362859207710566113880441312466461791294121,29117807100153391848561855592488290688465875578407914729319458190588915439845249419158991066476546053561276850192300850544489005382988011494665348600739738583797098159775831945999599824119071412563411265390046310269088295358512417121986931390950390187439488896435425532702957417507643854341689
542,318966660616069652680897735338813800244483139039131997208855415590005207049699359256883954684668713572232010134340250551062666389909396461667761578023253956617068756869057533138010812719874274681369908587188884113651197320951541548208711652403626856731598394145010523333630108644505558196215641,102979244129211389927495842643690753197079299434188443623901899777582091864610876559451801675674560758239801408524596219080813544137425277848870381625261975306051855312864338247611832676028517506217638477780329956317942939786932027612835783798300911432875114207669946538354276780376660678149793
543,1128081482172354771258744465619622904111684652229881418556173117106116126570224009730317777584241638163508783294096743759637790105323063381943306290261681236198440051858316280739546568752610478328836481820598573295099607210846078106719036788925672245712081035044654141160936431914022449887455383,364202526447975847672567463407975695358789940745261066611527654282685494392686628785216091448902818076910291613953116360566751533961750488928231878798755506416575761822418483478283079402402472966078332742048750246943903947248229897901672045915221329576009984492033066521855952836165710901649465
544,3989678062287261657927312828559438331406984725460460644267745596326071542335308315134989428049894207230294819269893957346115792498248134858746555102555039166018500610619079609764574359013367337419987748164829745933913035983743214672923690513527022201277888693176007494677784643222102290769621946,1288066898261535689156078548050059195811214053971853295459524653197825256883883151821091556718484251933390638078485933073629084922327887217318080565840233754624368190161512833290400765400632709901405419814375249481321918483720799034196599250647596283487264226696941126276877373757635605716095659
545,14110338459024204659265478057481339736533030036314304923823463123279410301358655555846553950760073236507414603594451925595539778795814944672019576584538265714334981929815483552209900934143451763213951158649845778725400425939828880141660734320054267759457940941061446626638059109863490850072200478,4555500386694270474430422991019324422553272433385613569128841311152312965603342303856851649165073101277116976083193340898100718089561202129080270287755652443109781979093200304028732268219448413507397162709262759754165692137501648683228746970219191680315849264968635948482880492973385074382060519
546,49904441243089400076233914902198865877497682254529761460674477041477983852498103780058612555263038987892733450250862953087743323229038627885731198134471353097730126093254358688333677535721465921846045607471964893080823859631306540635229559757379545454262120370865657964981759594716275671210856843,16111499084504325735820990013672143654394160942066380377087034556487512429958420270940274570898673338877287390987643631400829869935372806753448364914584907850413550692036912764821279688709800541699121464632671016795034489507686445602665788410860535052625602661803231872190698391239270528580297147
547,176499363446235100277418064912197048520245974180144707933085009225864779663774477103884931274245502272502581967437661834853974441312913772241904203748850365854683324122631450507921876050253622959503560775177992509240084090214769726132213634970872435500798864201605196461889608755841322823551780435,56982040999746173262820732926446926587199590673219583361142582188479900500010531228354147173478003033979012761453282672276960780110996351444893668005119427851027632217667201611346394389230406539412327526204874947831853000869535935470334495761737795303812127557907874352347634123049776122616227677
548,624236647294683381120005252845733564070327168770684908312658960231350687546018536384315997740978418051726458806686510586868802933046456585650740009865936274571167395055142106430413097836843690298153096137606839248928092196503759423063649827599446891800051753132366272901813901349713077759250485613,201531171558020936454894421537225627000194170476844526797412666523494679711693082374354388293248492177602970157500014052993745762559151678844208300864368276234700696361056771987822987569679507428879222144980927951109777435176312981371811503897819470749519232612846938024518868131914080945796371193
549,2207788888571382843076005261691431089502639427856728739079568644253489533447717100735355044070772781527511935042375533360451662976714822398524411363484503212124430420146360333271189800255839142462315486291173832437843686732480254728505538566903314328542713203098979204064313697961522158821106256229,712768714724607690017466810139715796258040709581958749211589987674302856593565370284225875807058405791640766515847778916548473301510242228634880560710728584226290587562714388734292854436920436448939396466676604109763988323374338584818020611676814053383998059571247770993290688546532473826536993517
550,7808506592580435139777689402143227454365408037584525399456001351399500833869794529485288650273086206900737916996176408112165220765919520379798715410974668306997486320626843838392479298906264035811420039647526670915740987828079138389171123645172400679066001753576087117075175213102963326004945986344,2520909132761068503413937861970951335333822889374338772237849271014783973765140871561066799972821425727048924219836422384515250456311584371560664796327915583138745875543793681049041444205483213789432708412252912749052465554629350233604946338576385047900516764818765371624512695460121498747648542863
551,27617258665705280738324536440337384728622223555837097534746481512584197094554733807461738603359667604393591380648109418122409695426793532808553144708741279707744700015045987990260762470067796731643029558225376761954768329034742340574573635569287512657517394778313337043416107143361755004092372798758,8915955848692440574775874178448053900848344901770454647913814546621246247950258930931004967234756806428704673513059291683780936462489735675618100851828793192189215665937044630891725440394692069232946388408953615186437460715238827572621298847914706912516092647678396885147367159470267323913143087487
552,97677670671588520616514417815906984951769471446780071028672658826147708762800702001909304263148102970347003709823367199395742259529887596755820087575760009782555082623378857824692716606750629672829196059788970164059453242758359172016924071420962699614963692871788945052713792118441090230229229534105,31534124218973197378371864871903742630791659658486626575001003150604592166727225940524005792794803262435581632930670141378293244000697316667918757141130636838294640379154103493035099476572433169954544580344864247600265832773487475919422532093229911245284202041448982281534593644349138400691970386703
553,345471442969986645931366969659821427189891109512625731397813873247511153143526735205409211489096946043566310974228613778976320992724277958368370526252637976159939275206525202934469492962331593311959534130247097489332387620794313041877168883807397035541599798896474197713167185358176843372548226440097,111531046801872259317573539495670237222253378938755028910252577018427805449278451534644379178274103060118589174573165490499120221120249399747427014193507726859178904330663940387915564494672282566294411060641370950289706554196576614398752289548978861983662415915161940030566420555331807203304471436817
554,1221887265402481357510776612554930466574790038501864317598819979647060495036585777597168443408191025770610772561272550285673917028191805325835927920132381522147286256765624949395511197902149227565077242541135115675429109371154281488415599578595314855155295309140426071187096003100291237325438567997489,394469032112655390741761995850886239941527923161787146193227413350630609404063421738509387108271625830874910410137142106538119553138239301697236209068307557545262756429047479201345305442131681979242773625530850538172854950151439435887729280358438239820885895151931296209719071161821186664631832108673
555,4321676361189991015349610679665862638284772313974976492097916636732765361457467761355272829542408358553691587492659135421807280646841568402185462363593207974363702334210023637625368384125140364150037860650136148062377938367012171004296082191920896280349254415444741967740713803901140725385959806091547,1395186208708240933580730270036302046042943865770089812036715255935568580083618163661039768289839885014071730972248593411803744698950962409527861908668344159547803147137566424308426890584197530348546275832411076339297335554280201442444558386089892500566496180157594218173963659156478194088494515256721
556,15285352283992071343713251241769109577854314297448488670996275268040096104218705654929721723945878008269920891011538865722344708556078939956991705803756878033246662015413181128354386132422244570759518269025357383492370173458458857784239385443014937006043286068456698402014593621449357941880593154829694,4934618143572009810932045274283591983094000719298375677470047590830276638718019971922018954414975495465325291648115544554789315884080147854249671794164109876919891957261904915780012856582013011046162086659166274238856219410371121107578735290418981266454944034133589922877233953687171897912829695987955
557,54063077814011731687712982275071341351031456732552125596138459184832318771726731863195665684323912262629835716031359669778571259193527266756675327582102474232698488503267280876978159071564935529504118524021088807141579353763826949384642229324467944368718835234127154170903339346361172260203771184243562,17453279218053319816003497014761875634347799661143964150996604803001498029676991880622947891196142701651250574934655229463619210897443443918644150596637150162098064821681909353570175630898425718019622603191243892895138004898582769391267878567186178104242981861593405882153698757936552328471189616162823
558,191217737463297748166565872914022549168466979871346891740357616326613929302831472975808113738844856048219715380687003628331436472723591589428966197877752320850854690148203315466337601847016026175710025063039444625274344971366724888155847089692629887011628770265578879998159351045032737749162680822222615,61730902052725534411585134573089611186903361698328086878695288735217297572226256899154930407561157359959149420616734150043592833542375819802399236255362516125456795336350132112566429934958192933303424023190133007940417288328619420203869443647860551237126210622744930319342001375957395756022893193163651
559,676328472685798984011828613819174042842610049259244323970159241812435235946062498794187010167332044604284390240006296926067581006577256498644336390662528725193311635897279687377506414055985679181608720500424453330154590180814514897303367076499569585272295346603709919309291538529293734177203265548713483,218338490542518975847728750292055210169709712754270556933837084522232335469141514326539172587891047913983735569618375737586149183019717627270641923321989816514943557700816605152286906122878152145439943876366741599022157617993509159917114059753967463743838795674502026399129018642617369642960050814627877
560,2392154616650026606749539198502102692087921773881121349984223419674908871865943537143419376469696995974082442537140259955631460273125506938229043403049942800292999076889471816128731380961311702363206415865479389165889766037035839074694075963367928532326842788433256714003822789766561286573072823417942981,772253828610355505021116353633140235336285397017561330431395573736605895359214019516043234092563735226712865071354863126540577056187476132045867167098604195158830240113832951167125034354219289256257279616277250272888178410142931307349138974117033339726458759493966711638272154569420547911546879405813785
561,8461023373749377932838884611498929199338571957641287860981237411132581137638224625868138978383805686575393410064529062248354447303686168738692035974829048392460544143247580093767643878049861022045410616626153106365278164805093969681442162588327875784305983960456182295165112798083344556361166655339154929,2731441574583001954030720243609116850956996864906461828908905230914704872994270843947890067832468812755306423394064512052169043551617985153331180472011625103212049364292341551012346367391738309250844734501954125673571458400897750063775654409710286102673473315667843649553989173897899991266803302674309685
562,29926684680223736654784964143411036253213791187656759228950334980309696929136251145973169851277265957889322030872901813744335610385213258260834972476348961374567960453875799330725069422450250721305800054310572771867417438813674885895135830417731716969868584322952338873272078201771609138115122775607956804,9661083420024084294392992556108467691861568401513255456295307198306609925895368137596913282053034310398219476121666621809519278497656433602994182661453078353265031939657555644452214721577260020707995725946827367827975417651295851132772514394704917804479160552574857025755841442446900955830464840750343143
563,105851344412274680608883554183864808687117468815353624940844552582031443844985629515105865517842051352605101284886975006095889084460152453963511501352053560309349830448471413131526788969650725324321851074694301160345666500000860575534915273619436330666210868632062685293949137570210699741367022947330431962,34171324513729678308166570665162802166648204569573149749780282781107119254875597185144259613515548737704152653249108627623664931571899184943268646675145007399525603108637799308232477742240802853538006439836937516039111289272566138859557915213667831963876332351697318631805189204429136669162010072454140511
564,374400309653422900870112790925248115693184606762068437826924097309972057808428578788059642327429490756758759656063950456314607952319660098027168815057987536854763253593425216456731918533125591666101697477133972580913747159823489907182769879155891811209719630251431505534791258203120030669390071104217072157,120864803460440397739816075809060300412074149587554177491327609715174118965404722860332643375615497081019570173557432506477684947674770163526016159758810657128259372042180765887797610045207543298037525530295993593609601297081338433429880775228542704306818996502999548828034358541112217072096022562910836455
565,1324274642746745738266035935938950579106478608897889490806450610188536067532589909931306982251305408051426222902890477038469308400975565212189869767222479612300905487948939120804035419717177646351154608303225189802475345940905245847318134818060481389188004111516206665750227823549150105424261309880001249513,427503758148952886302912810241995797764729783267448071288218756070345430843919207241951518296497711431551146747589143563209966159057833401796457273390322031871876624282681629868604767347608916205989520038665396493650178954872714541620592939914977071335250226889093900180994867061110899871128751106393897897
566,4684054754024595026920819837949900570853604404464266947456445467709920807967070807587252962793513316381298512389651310512009835788660542441234992797525015222283253954176596224942328906027396345308998923704717371801306675676470011673695408422816375497959332152334260038485960553726598967219061165853966527081,1512105405131823242430071593479251829987643265571679060200359146642377076059691065269125421152278513664654875441438186552202716556738988022786617267470482593378344157571289477937415968739320275913680032465937891157231958777156677292156924438020688246869274945374027878469022544387471275982288581947330986913
567,16567916290702636991212263220399983846355054213839535238353516620429944890982701231228246926019588326944330731379356662257360335341307061801284070352833278371333694141540779294196601984049529629541985463383207695348346537554808240558160215820466367848550077391409059670252567063247570259366341575459879152319,5348428934425764654098050772639049884045795314107594126920523274103865563618756112162220385373794872658691139071795691292564342605263885699323302216082414779857680118787670787809924230644695223622074815221138464711772704542948309693882985944496336414302573367214211174806215306701509670263572747364274091305
568,58602459268021007345322143930110946692592996441853267105327436170360014872200168642175962095457128202003315814184994856869984245281350166858144709564276751300724121376232696051203881305140237878800123451039529922887454205225463872890258288856355214632823530083955132986350048128625870127825369405150692252610,18917878033882760519870668925575012139539338212368519682812290945132585967215205509727257402410384565448135468091871749354152084978937333483557708084516872627267015877119952886522895479448302501793294479926690017960839123811071594388616880937542867689218498797842731694151337130000552426347152882162227091387
569,207284012152158619438852338249664574502797147204972118053998070995538303996936369515155370827578716907640060188067647712153648334721802244047085902027733453365676928997667134661615211711691187744637704295876108914676150776326026629962965826125401133990832312105506599391339977042525359958085494729599721403238,66914561043685003364228744400509870524683238748940338944580611054464347884345565277606109562827049471963739234242083879482017851663559453840201092343257780257346167522235488720392510509624287433593296147612120639475744882507594057385568876025025218355033120848342966993615853270263163248922502254755625357159
570,733192101983801047667225957713918954927777472798882097693267619389942725369779228044959240850651283663274695993058500066776018845513170423859979403147401577326051208497053338553116856762482540671808599035414982091754448079179935912086657678055903254922637330713135749068416445991658093622364881238676008485411,236685067476136909931894512596992573339535014210077108743862227482046316695867706910522508825199249504435557456569426376443429658905291680312119758855745014917202116002433975454263641346585320941330511923225087378304952129952306710032145066288118811676746421906096454282843165734429517224227930794353766915403
571,2593413398651972187524421043701079680828014080694154625884072595079240548713142629049142743493084704433030182728667745456586416855195921490798579294036719478326379732167795077127476467775936838116888468142251323467778607045956102148146657273394456226422575029385908217909867884621089697226225835597207962441715,837188186039823038466870625489620460166646723405363660108390337692409395367726096803413264341365568429839166069138458451339834191583290938742487111359519089307851934148158842289072518884714673841846452520475602164907296629918240853550733269753199426305037780298581385143731336731441021650579782548859486540141
572,9173344759954684190029287751658228767544863848967086474308566953821552614494834268243751035964773603298556869933314586888565716908498438619214481814325083127291690622396339549967842331998595355133307407200238290071746918079089548259723078939184970926159007941531560048675551694371971798881668413482230517246845,2961265334955946946166780121871633222950132527578417161674515647310879934265729745816273035614305620243862709028214421153435714062004873761536559824361047920384420658638721825274249020794506275001408498061687374678430261740333547087715816130249107327392971372332390829303879157686452179305745341268294894697465
573,32447830731151798234997517545550194646547825095589667080101345860427632867014250519449975234892987315001964390550205342312400233117951634994708975834930453890749640781318064660685494665287581692379358864409004077276713520007732107700829753033853486974830259855345305178690514378604789746725770301266558977983549,10474505924535689246971354648863149072858067452449171644096529873785454528711844254428932225139513187092398499812572921720696710184389926897875652733427483910414108730304923513240319192080294241383964852847015326200347831722865541779783043643106324182352145747236445844892850396936181355417423502475806652908925
574,114774550130029502474343420430463851372816704842931855079886780826159306170830652587863473009105864739229716117373929087131368888039420951153117622453738022668016597286577858387807367965073984342890565519972238217309438934995570819101050560571866631244684288308848895742476565584853185102494732305806099336646720,37050302335597178839694555940882105023043428662800912945160828746919529782737129377604656974039724039165409944614333562348981511707281928734926335701841226866570120434898092483712501002649576902709810774713401821237890777330875122618526764515457701121601123692997613618565377716513229075345630668449276607226495
