m,u,v,g1,g2,g3,H_discriminant,G_discriminant_formula,G_degree,G_all_real,H_all_real
406,2928,2263565,3653,4282808,1603898419,-481076,18074477644451937,3,True,False
407,2935,2274914,3662,4303939,1615784518,-485431,18342767036769316,3,True,False
408,2942,2286003,3671,4325122,1627729485,-488648,18614370985840497,3,True,False
409,2949,2297030,3680,4346357,1639733266,-491519,18889319597284896,3,True,False
410,2957,2308219,3689,4367643,1651795781,-489027,19167999909858164,3,True,False
411,2964,2319857,3698,4388982,1663916887,-494132,19449730530919021,3,True,False
412,2971,2331074,3707,4410373,1676097598,-497455,19734909775003693,3,True,False
413,2978,2342218,3716,4431816,1688337710,-500388,20023566725047892,3,True,False
414,2985,2353337,3725,4453311,1700637319,-503123,20315734587665104,3,True,False
415,2993,2365235,3734,4474857,1712995765,-502891,20611811333700217,3,True,False
416,3000,2376584,3743,4496456,1725414520,-506336,20911103285169120,3,True,False
417,3007,2387846,3752,4518107,1737893266,-509335,21214009953353832,3,True,False
418,3014,2399079,3761,4539810,1750432089,-512120,21520565393168217,3,True,False
419,3021,2411045,3770,4561565,1763030371,-517739,21830794312879593,3,True,False
420,3029,2422532,3779,4583371,1775689468,-515287,22145141244554797,3,True,False
421,3036,2433913,3788,4605230,1788409151,-518356,22462854889583605,3,True,False
422,3043,2445260,3797,4627141,1801189492,-521191,22784359198458565,3,True,False
423,3050,2457287,3806,4649104,1814029921,-526648,23109680370839941,3,True,False
424,3058,2468917,3815,4671118,1826931659,-524304,23439277370087225,3,True,False
425,3065,2480419,3824,4693185,1839894581,-527451,23772371423375897,3,True,False
426,3072,2491880,3833,4715304,1852918744,-530336,24109402157895328,3,True,False
427,3079,2503956,3842,4737475,1866003636,-535583,24450397448562936,3,True,False
428,3086,2515739,3851,4759698,1879150309,-539560,24795407426724289,3,True,False
429,3094,2527364,3860,4781972,1892358772,-536620,25144894977114960,3,True,False
430,3101,2538941,3869,4804299,1905629059,-539563,25498046241216976,3,True,False
431,3108,2551047,3878,4826678,1918960737,-544524,25855314279945533,3,True,False
432,3115,2562998,3887,4849109,1932354634,-548767,26216747298370749,3,True,False
433,3122,2574747,3896,4871592,1945810941,-552104,26582384736493197,3,True,False
434,3130,2586440,3905,4894126,1959329656,-548860,26952710585038564,3,True,False
435,3137,2598545,3914,4916713,1972910455,-553411,27326867161582561,3,True,False
436,3144,2610693,3923,4939352,1986553851,-558036,27705342353179817,3,True,False
437,3151,2622569,3932,4962043,2000260303,-561475,28088180615560993,3,True,False
438,3158,2634379,3941,4984786,2014029749,-564552,28475419022465441,3,True,False
439,3166,2646392,3950,5007580,2027862064,-562012,28867561723801408,3,True,False
440,3173,2658824,3959,5030427,2041757176,-567367,29263714702260973,3,True,False
441,3180,2670830,3968,5053326,2055716074,-570920,29664395080458772,3,True,False
442,3187,2682757,3977,5076277,2069738555,-574059,30069638893253684,3,True,False
443,3195,2694655,3986,5099279,2083824713,-570595,30479971720188601,3,True,False
444,3202,2707389,3995,5122334,2097973827,-576752,30894456765735881,3,True,False
445,3209,2719528,4004,5145441,2112187472,-580431,31313638318214156,3,True,False
446,3216,2731574,4013,5168600,2126465290,-583640,31737551109816780,3,True,False
447,3223,2743586,4022,5191811,2140807366,-586615,32166236849495652,3,True,False
448,3231,2756386,4031,5215073,2155213022,-586183,32600232537910573,3,True,False
449,3238,2768664,4040,5238388,2169683712,-590012,33038592368434944,3,True,False
450,3245,2780830,4049,5261755,2184219170,-593295,33481855901913605,3,True,False
451,3252,2792956,4058,5285174,2198819468,-596320,33930065787804064,3,True,False
452,3259,2805815,4067,5308645,2213483977,-602179,34383253843908628,3,True,False
453,3267,2818237,4076,5332167,2228214011,-599659,34842012506959817,3,True,False
454,3274,2830525,4085,5355742,2243009411,-603024,35305327033748441,3,True,False
455,3281,2842766,4094,5379369,2257870234,-606103,35773766013845356,3,True,False
456,3288,2855670,4103,5403048,2272795914,-611736,36247363254681852,3,True,False
457,3295,2868248,4112,5426779,2287787584,-615967,36726180137343604,3,True,False
458,3303,2880658,4121,5450561,2302845230,-612823,37210813143237157,3,True,False
459,3310,2893016,4130,5474396,2317968880,-615964,37700205068840256,3,True,False
460,3317,2905946,4139,5498283,2333158054,-621295,38194940508081949,3,True,False
461,3324,2918695,4148,5522222,2348413649,-625804,38695078454985877,3,True,False
462,3332,2931230,4157,5546212,2363735842,-622696,39201239028750796,3,True,False
463,3339,2943704,4166,5570255,2379124624,-625895,39712327055005992,3,True,False
464,3346,2956630,4175,5594350,2394579626,-630804,40228949246055848,3,True,False
465,3353,2969578,4184,5618497,2410101422,-635703,40751160652890800,3,True,False
466,3360,2982241,4193,5642696,2425690463,-639364,41279014724485465,3,True,False
467,3368,2994832,4202,5666946,2441346680,-635904,41813153886857840,3,True,False
468,3375,3007669,4211,5691249,2457069899,-640051,42352432018926320,3,True,False
469,3382,3020896,4220,5715604,2472860120,-645660,42897488142330944,3,True,False
470,3389,3033690,4229,5740011,2488718310,-649439,43448385781394997,3,True,False
471,3396,3046399,4238,5764470,2504644265,-652780,44005168915703405,3,True,False
472,3404,3059077,4247,5788980,2520638075,-649092,44568509862701825,3,True,False
473,3411,3072648,4256,5813543,2536698960,-655671,45137202259673636,3,True,False
474,3418,3085576,4265,5838158,2552828600,-659580,45711941251071652,3,True,False
475,3425,3098405,4274,5862825,2569026595,-662995,46292768635459705,3,True,False
476,3432,3111197,4283,5887544,2585293027,-666164,46879734809414361,3,True,False
477,3440,3124832,4292,5912314,2601627160,-665728,47473525663086688,3,True,False
478,3447,3137901,4301,5937137,2618030547,-669795,48072924258842228,3,True,False
479,3454,3150850,4310,5962012,2634502886,-673284,48678619465739156,3,True,False
480,3461,3163757,4319,5986939,2651044243,-676507,49290662693418868,3,True,False
481,3469,3177447,4328,6011917,2667653937,-675827,49909763689081281,3,True,False
482,3476,3190662,4337,6036948,2684333370,-680072,50534661061096428,3,True,False
483,3483,3203734,4346,6062031,2701082354,-683647,51166068586736276,3,True,False
484,3490,3216756,4355,6087166,2717900940,-686924,51804038720272116,3,True,False
485,3497,3230489,4364,6112353,2734788511,-692947,52448612042065369,3,True,False
486,3505,3243861,4373,6137591,2751746283,-690419,53100562275421760,3,True,False
487,3512,3257057,4382,6162882,2768774215,-694084,53758547980941229,3,True,False
488,3519,3270195,4391,6188225,2785872333,-697419,54423316273802900,3,True,False
489,3526,3283951,4400,6213620,2803040105,-703128,55094910451110325,3,True,False
490,3533,3297496,4409,6239067,2820278504,-707895,55773401924712077,3,True,False
491,3541,3310818,4418,6264565,2837587686,-704591,56459575872151260,3,True,False
492,3548,3324073,4427,6290116,2854967639,-707988,57152035353691289,3,True,False
493,3555,3337820,4436,6315719,2872417948,-713255,57851549589446436,3,True,False
494,3562,3351567,4445,6341374,2889939249,-718424,58558185281911137,3,True,False
495,3569,3365017,4454,6367081,2907531983,-722307,59272005969337817,3,True,False
496,3577,3378390,4463,6392839,2925196074,-718631,59993823956468133,3,True,False
497,3584,3392050,4472,6418650,2942931302,-723144,60722180588244308,3,True,False
498,3591,3406072,4481,6444513,2960737736,-729007,61457885441321069,3,True,False
499,3598,3419654,4490,6470428,2978616322,-733012,62201013205517044,3,True,False
500,3606,3433146,4499,6496394,2996566854,-729348,62952399540274616,3,True,False
501,3613,3446603,4508,6522413,3014589421,-732643,63710544301411425,3,True,False
502,3620,3461012,4517,6548484,3032683180,-739648,64476265118670928,3,True,False
503,3627,3474730,4526,6574607,3050849918,-743791,65249654668316500,3,True,False
504,3634,3488342,4535,6600782,3069089194,-747412,66030762732942696,3,True,False
505,3642,3501913,4544,6627008,3087401087,-743488,66820463622142693,3,True,False
506,3649,3516383,4553,6653287,3105784801,-750331,67617178781725972,3,True,False
507,3656,3530242,4562,6679618,3124241990,-754632,68421807943621268,3,True,False
508,3663,3543976,4571,6706001,3142772312,-758335,69234404142323557,3,True,False
509,3670,3557662,4580,6732436,3161375834,-761748,70055028811713524,3,True,False
510,3678,3572185,4589,6758922,3180051815,-761056,70884573953093417,3,True,False
511,3685,3586192,4598,6785461,3198801752,-765543,71721444021258224,3,True,False
512,3692,3600049,4607,6812052,3217625423,-769332,72566535716128121,3,True,False
513,3699,3613851,4616,6838695,3236522877,-772803,73419911586673569,3,True,False
514,3707,3628413,4625,6865389,3255493443,-771803,74282492876270676,3,True,False
515,3714,3642579,4634,6892136,3274538421,-776520,75152628942757181,3,True,False
516,3721,3656560,4643,6918935,3293657744,-780399,76031247475108381,3,True,False
517,3728,3670479,4652,6945786,3312851433,-783932,76918411945699269,3,True,False
518,3735,3685061,4661,6972689,3332118907,-790019,77814173647011828,3,True,False
519,3743,3699402,4670,6999643,3351461214,-787559,78719525246376900,3,True,False
520,3750,3713510,4679,7026650,3370878490,-791540,79632726272454360,3,True,False
521,3757,3727546,4688,7053709,3390370718,-795135,80554741214474624,3,True,False
522,3764,3742117,4697,7080820,3409937435,-800772,81485625186095705,3,True,False
523,3771,3756660,4706,7107983,3429579348,-806199,82425458265685448,3,True,False
524,3779,3770898,4715,7135197,3449296878,-802751,83375257393325085,3,True,False
525,3786,3785053,4724,7162464,3469089947,-806416,84333209469345821,3,True,False
526,3793,3799537,4733,7189783,3488958287,-811299,85300310390397008,3,True,False
527,3800,3814354,4742,7217154,3508902038,-817416,86276629848916916,3,True,False
528,3807,3828724,4751,7244577,3528922124,-821647,87262254897043013,3,True,False
529,3815,3842998,4760,7272051,3549018338,-817767,88258227154722248,3,True,False
530,3822,3857234,4769,7299578,3569190766,-821252,89262666935807544,3,True,False
531,3829,3872480,4778,7327157,3589438504,-828679,90276593984660592,3,True,False
532,3836,3886987,4787,7354788,3609763445,-833052,91300118255300393,3,True,False
533,3844,3901382,4796,7382470,3630165106,-829192,92334306500333524,3,True,False
534,3851,3915733,4805,7410205,3650643563,-832731,93377221359837812,3,True,False
535,3858,3931039,4814,7437992,3671197961,-839992,94429914410529013,3,True,False
536,3865,3945689,4823,7465831,3691830055,-844531,95492494743614260,3,True,False
537,3872,3960206,4832,7493722,3712539466,-848440,96565024805235412,3,True,False
538,3880,3974672,4841,7521664,3733326256,-844288,97648623161367616,3,True,False
539,3887,3990028,4850,7549659,3754189628,-851343,98741259139993016,3,True,False
540,3894,4004827,4859,7577706,3775131173,-856072,99844078659553457,3,True,False
541,3901,4019467,4868,7605805,3796150637,-860067,100957148472942641,3,True,False
542,3908,4034050,4877,7633956,3817248062,-863736,102080542329141500,3,True,False
543,3916,4049442,4886,7662158,3838422726,-862712,103215401996870804,3,True,False
544,3923,4064402,4895,7690413,3859676014,-867679,104359670368970965,3,True,False
545,3930,4079168,4904,7718720,3881007832,-871772,105514496554616640,3,True,False
546,3937,4093868,4913,7747079,3902418196,-875503,106679955378427149,3,True,False
547,3944,4109277,4922,7775490,3923906475,-881972,107856107032736325,3,True,False
548,3952,4124413,4931,7803952,3945473795,-879348,109044178027470377,3,True,False
549,3959,4139306,4940,7832467,3967120270,-883543,110242004432788648,3,True,False
550,3966,4154124,4949,7861034,3988845876,-887340,111450778935305780,3,True,False
551,3973,4169518,4958,7889653,4010650106,-893343,112670566124846300,3,True,False
552,3981,4184859,4967,7918323,4032533733,-891075,113902619136790848,3,True,False
553,3988,4199883,4976,7947046,4054497165,-895388,115144717122297357,3,True,False
554,3995,4214820,4985,7975821,4076540316,-899255,116398085699410749,3,True,False
555,4002,4230128,4994,8004648,4098662872,-904508,117662795608034368,3,True,False
556,4009,4245740,5003,8033527,4120865044,-910879,118938930418543957,3,True,False
557,4017,4260898,5012,8062457,4143147734,-907303,120227791069045072,3,True,False
558,4024,4275954,5021,8091440,4165510734,-911240,121527060231355772,3,True,False
559,4031,4290969,5030,8120475,4187954127,-914915,122838011594617017,3,True,False
560,4038,4307054,5039,8149562,4210476946,-922772,124160702053551288,3,True,False
561,4045,4322350,5048,8178701,4233081194,-927375,125495260960898752,3,True,False
562,4053,4337528,5057,8207891,4255766344,-923303,126843000393767949,3,True,False
563,4060,4352658,5066,8237134,4278532470,-927032,128201525681563380,3,True,False
564,4067,4368800,5075,8266429,4301378656,-934711,129572131165285597,3,True,False
565,4074,4384240,5084,8295776,4324306760,-939484,130954945070677312,3,True,False
566,4081,4399540,5093,8325175,4347316364,-943599,132350040257546741,3,True,False
567,4089,4414786,5102,8354625,4370407526,-939223,133758789588585116,3,True,False
568,4096,4430975,5111,8384128,4393579393,-946684,135178688918449993,3,True,False
569,4103,4446566,5120,8413683,4416833650,-951655,136611143505674152,3,True,False
570,4110,4461991,5129,8443290,4440170009,-955864,138056231115703529,3,True,False
571,4118,4477354,5138,8472948,4463588510,-951492,139515362361532148,3,True,False
572,4125,4493577,5147,8502659,4487088375,-958683,140985963979560788,3,True,False
573,4132,4509329,5156,8532422,4510671079,-963892,142469474487765573,3,True,False
574,4139,4524880,5165,8562237,4534336496,-968199,143965977480213821,3,True,False
575,4146,4540361,5174,8592104,4558084639,-972128,145475560463323941,3,True,False
576,4154,4556598,5183,8622022,4581914826,-970676,146999664366010152,3,True,False
577,4161,4572528,5192,8651993,4605828264,-976191,148535675902689500,3,True,False
578,4168,4588207,5201,8682016,4629825041,-980604,150085047373601729,3,True,False
579,4175,4603807,5210,8712091,4653905129,-984603,151647867102681929,3,True,False
580,4182,4620025,5219,8742218,4678067975,-990976,153224210131658761,3,True,False
581,4190,4636162,5228,8772396,4702314422,-988548,154815606937015604,3,True,False
582,4197,4651973,5237,8802627,4726644859,-993083,156419330514876112,3,True,False
583,4204,4667691,5246,8832910,4751059197,-997148,158036878468183749,3,True,False
584,4211,4683824,5255,8863245,4775557072,-1002775,159668332542366757,3,True,False
585,4218,4700231,5264,8893632,4800138769,-1009400,161313791973229957,3,True,False
586,4226,4716176,5273,8924070,4824805168,-1005628,162974840124622468,3,True,False
587,4233,4732015,5282,8954561,4849556057,-1009771,164648638795109305,3,True,False
588,4240,4747809,5291,8985104,4874391519,-1013636,166336741272528785,3,True,False
589,4247,4764733,5300,9015699,4899310523,-1021923,168039213590422121,3,True,False
590,4255,4780817,5309,9046345,4924315183,-1018243,169757714481023764,3,True,False
591,4262,4796778,5318,9077044,4949404926,-1022468,171489317962478004,3,True,False
592,4269,4812687,5327,9107795,4974579825,-1026387,173235618925653200,3,True,False
593,4276,4829666,5336,9138598,4999838902,-1034488,174996686440634068,3,True,False
594,4283,4845895,5345,9169453,5025184121,-1039491,176772670065033440,3,True,False
595,4291,4861979,5354,9200359,5050615021,-1035235,178565213143268305,3,True,False
596,4298,4878005,5363,9231318,5076131659,-1039216,180371306708371657,3,True,False
597,4305,4895028,5372,9262329,5101733124,-1047087,182192572025599644,3,True,False
598,4312,4911410,5381,9293392,5127421198,-1052296,184029156317184700,3,True,False
599,4319,4927619,5390,9324507,5153195557,-1056715,185881149453737785,3,True,False
600,4327,4943762,5399,9355673,5179056238,-1052119,187750263352611693,3,True,False
601,4334,4960816,5408,9386892,5205002408,-1059708,189633361783217216,3,True,False
602,4341,4977361,5417,9418163,5231035631,-1065163,191532189561410512,3,True,False
603,4348,4993697,5426,9449486,5257155751,-1069684,193446843157863789,3,True,False
604,4356,5009958,5435,9480860,5283362778,-1065096,195379078785128732,3,True,False
605,4363,5027024,5444,9512287,5309655976,-1072327,197325678902595988,3,True,False
606,4370,5043748,5453,9543766,5336036636,-1078092,199288425994377044,3,True,False
607,4377,5060213,5462,9575297,5362504819,-1082723,201267424665678417,3,True,False
608,4384,5076593,5471,9606880,5389060495,-1086916,203262777393783745,3,True,False
609,4392,5093638,5480,9638514,5415703058,-1084888,205276280241260276,3,True,False
610,4399,5110571,5489,9670201,5442433429,-1091083,207304655686893664,3,True,False
611,4406,5127167,5498,9701940,5469251977,-1095832,209349717789569701,3,True,False
612,4413,5143667,5507,9733731,5496158605,-1100099,211411569182445520,3,True,False
613,4420,5160626,5516,9765574,5523152902,-1106104,213490303784590708,3,True,False
614,4428,5177827,5525,9797468,5550235229,-1104124,215587804454558065,3,True,False
615,4435,5194559,5534,9829415,5577406441,-1109011,217700682446757537,3,True,False
616,4442,5211180,5543,9861414,5604666324,-1113356,219830793704729268,3,True,False
617,4449,5227753,5552,9893465,5632014959,-1117411,221978248632624385,3,True,False
618,4456,5245516,5561,9925568,5659451252,-1126128,224143123361362048,3,True,False
619,4464,5262389,5570,9957722,5686977427,-1122260,226327416457150965,3,True,False
620,4471,5279132,5579,9989929,5714592868,-1126687,228527583534482653,3,True,False
621,4478,5295821,5588,10022188,5742297643,-1130800,230745548912202397,3,True,False
622,4485,5313637,5597,10054499,5770090715,-1139323,232981392180985168,3,True,False
623,4493,5330655,5606,10086861,5797974153,-1135571,235237157413052961,3,True,False
624,4500,5347522,5615,10119276,5825947454,-1140088,237509211442250444,3,True,False
625,4507,5364328,5624,10151743,5854010672,-1144263,239799527309656388,3,True,False
626,4514,5382186,5633,10184262,5882162838,-1152548,242108188468582056,3,True,False
627,4521,5399359,5642,10216833,5910405833,-1157995,244435365276130313,3,True,False
628,4529,5416351,5651,10249455,5938739297,-1153563,246783092130035024,3,True,False
629,4536,5433275,5660,10282130,5967163261,-1157804,249147634307015133,3,True,False
630,4543,5451161,5669,10314857,5995676839,-1165795,251530998707209812,3,True,False
631,4550,5468498,5678,10347636,6024281686,-1171492,253933351666740244,3,True,False
632,4557,5485618,5687,10380467,6052977614,-1176223,256354803728109637,3,True,False
633,4565,5502660,5696,10413349,6081764628,-1171415,258797464765779036,3,True,False
634,4572,5520555,5705,10446284,6110641941,-1179036,261257454288335057,3,True,False
635,4579,5538073,5714,10479271,6139610927,-1185051,263736913221035441,3,True,False
636,4586,5555323,5723,10512310,6168671621,-1189896,266235961223313305,3,True,False
637,4593,5572485,5732,10545401,6197823987,-1194291,268754716236897905,3,True,False
638,4601,5590356,5741,10578543,6227067372,-1192223,271295333375110773,3,True,False
639,4608,5608084,5750,10611738,6256402772,-1198672,273853864643661344,3,True,False
640,4615,5625467,5759,10644985,6285830533,-1203643,276432485113772404,3,True,False
641,4622,5642748,5768,10678284,6315350556,-1208108,279031313024783184,3,True,False
642,4630,5660532,5777,10711634,6344962380,-1205228,281652563255607668,3,True,False
643,4637,5678528,5786,10745037,6374666440,-1212343,284292169672819792,3,True,False
644,4644,5696047,5795,10778492,6404463569,-1217452,286952376659214481,3,True,False
645,4651,5713450,5804,10811999,6434353550,-1221999,289633300980426520,3,True,False
646,4658,5730802,5813,10845558,6464336462,-1226244,292335069405778088,3,True,False
647,4666,5749404,5822,10879168,6494411148,-1226060,295059942804464208,3,True,False
648,4673,5767065,5831,10912831,6524579943,-1231331,297803788251266196,3,True,False
649,4680,5784591,5840,10946546,6554842185,-1235964,300568870672079381,3,True,False
650,4687,5802059,5849,10980313,6585197941,-1240267,303355318836568864,3,True,False
651,4694,5820712,5858,11014132,6615646112,-1249212,306163223775500096,3,True,False
652,4702,5838520,5867,11048002,6646188872,-1245276,308995025562211076,3,True,False
653,4709,5856170,5876,11081925,6676825678,-1249999,311846366361639520,3,True,False
654,4716,5873756,5885,11115900,6707556580,-1254368,314719604238137200,3,True,False
655,4723,5892449,5894,11149927,6738380551,-1263067,317614834582736233,3,True,False
656,4730,5910412,5903,11184006,6769299572,-1268748,320532253224851444,3,True,False
657,4738,5928188,5912,11218136,6800313244,-1264108,323474287816324944,3,True,False
658,4745,5945892,5921,11252319,6831421596,-1268543,326436464631635181,3,True,False
659,4752,5964611,5930,11286554,6862623685,-1276940,329421180010434069,3,True,False
660,4759,5982740,5939,11320841,6893921260,-1282879,332428625185699677,3,True,False
661,4767,6000644,5948,11355179,6925314100,-1278287,335461292361664308,3,True,False
662,4774,6018467,5957,11389570,6956802205,-1282792,338514596980413265,3,True,False
663,4781,6037191,5966,11424013,6988384737,-1290803,341590997069961633,3,True,False
664,4788,6055503,5975,11458508,7020063153,-1297068,344690677076000609,3,True,False
665,4795,6073538,5984,11493055,7051837462,-1302127,347813773087717240,3,True,False
666,4803,6091480,5993,11527653,7083707624,-1297111,350962858193123237,3,True,False
667,4810,6110179,6002,11562304,7115672933,-1304616,354133183284101501,3,True,False
668,4817,6128701,6011,11597007,7147734467,-1311315,357327346454273108,3,True,False
669,4824,6146870,6020,11631762,7179892546,-1316504,360545496998392276,3,True,False
670,4831,6164933,6029,11666569,7212147067,-1321171,363787770199241716,3,True,False
671,4839,6183544,6038,11701427,7244497520,-1318255,367056799271297944,3,True,False
672,4846,6202333,6047,11736338,7276944419,-1325616,370347733751851825,3,True,False
673,4853,6220640,6056,11771301,7309488568,-1330951,373663239179246476,3,True,False
674,4860,6238824,6065,11806316,7342129752,-1335696,377003449436854448,3,True,False
675,4867,6257064,6074,11841383,7374867936,-1340567,380368505246050184,3,True,False
676,4875,6276398,6083,11876501,7407702226,-1339967,383761104205465029,3,True,False
677,4882,6294846,6092,11911672,7440634746,-1345460,387176306404042932,3,True,False
678,4889,6313154,6101,11946895,7473664894,-1350295,390616806072751117,3,True,False
679,4896,6331402,6110,11982170,7506792734,-1354792,394082750036307988,3,True,False
680,4904,6350893,6119,12017496,7540017107,-1354356,397576889906583881,3,True,False
681,4911,6369490,6128,12052875,7573340294,-1360039,401094172583911976,3,True,False
682,4918,6387923,6137,12088306,7606761709,-1364968,404637356213324689,3,True,False
683,4925,6406288,6146,12123789,7640281400,-1369527,408206589681528560,3,True,False
684,4932,6425817,6155,12159324,7673898279,-1378644,411801981295780137,3,True,False
685,4940,6444570,6164,12194910,7707614430,-1374680,415426481042291220,3,True,False
686,4947,6463130,6173,12230549,7741429414,-1379711,419074785771605493,3,True,False
687,4954,6481613,6182,12266240,7775343259,-1384336,422749756660892925,3,True,False
688,4961,6501165,6191,12301983,7809354963,-1393139,426451507374321108,3,True,False
689,4968,6520086,6200,12337778,7843466370,-1399320,430180256444419892,3,True,False
690,4976,6538775,6209,12373624,7877677225,-1394524,433938952402872385,3,True,False
691,4983,6557378,6218,12409523,7911987526,-1399223,437722151847635700,3,True,False
692,4990,6576933,6227,12445474,7946396379,-1407632,441532764578527329,3,True,False
693,4997,6596038,6236,12481477,7980905330,-1414143,445371001518113312,3,True,False
694,5005,6614858,6245,12517531,8015514358,-1409407,449239887558906613,3,True,False
695,5012,6633581,6254,12553638,8050223419,-1414180,453133850528521189,3,True,False
696,5019,6653108,6263,12589797,8085031756,-1422071,457055872523360317,3,True,False
697,5026,6672424,6272,12626008,8119940528,-1429020,461006153306309888,3,True,False
698,5033,6691379,6281,12662271,8154950029,-1434427,464984861207960116,3,True,False
699,5041,6710223,6290,12698585,8190060153,-1429211,468995104217132057,3,True,False
700,5048,6729662,6299,12734952,8225270338,-1436344,473031128261408668,3,True,False
701,5055,6749244,6308,12771371,8260581180,-1443951,477096052293937460,3,True,False
702,5062,6768337,6317,12807842,8295993455,-1449504,481190065795456969,3,True,False
703,5069,6787303,6326,12844365,8331506945,-1454451,485313321171366545,3,True,False
704,5077,6806438,6335,12880939,8367121498,-1449823,489469012732046701,3,True,False
705,5084,6826496,6344,12917566,8402836504,-1458928,493651218452616544,3,True,False
706,5091,6845732,6353,12954245,8438653852,-1464647,497863195296785661,3,True,False
707,5098,6864822,6362,12990976,8474573010,-1469684,502105086344344980,3,True,False
708,5105,6883849,6371,13027759,8510594039,-1474371,506377058088902900,3,True,False
709,5113,6904179,6380,13064593,8546715717,-1473947,510682353191371809,3,True,False
710,5120,6923564,6389,13101480,8582940436,-1479856,515014996764288832,3,True,False
711,5127,6942780,6398,13138419,8619267564,-1484991,519378238543656888,3,True,False
712,5134,6961925,6407,13175410,8655697147,-1489744,523772247303355393,3,True,False
713,5142,6982290,6416,13212452,8692228038,-1488996,528200341547669300,3,True,False
714,5149,7001833,6425,13249547,8728862423,-1495131,532656401318904400,3,True,False
715,5156,7021176,6434,13286694,8765599824,-1500368,537143755267114416,3,True,False
716,5163,7040439,6443,13323893,8802440265,-1505187,541662574191398708,3,True,False
717,5170,7060825,6452,13361144,8839382687,-1514400,546212986405789669,3,True,False
718,5178,7080537,6461,13398446,8876429031,-1510464,550798526319794849,3,True,False
719,5185,7100010,6470,13435801,8913579006,-1515815,555412800656889084,3,True,False
720,5192,7119393,6479,13473208,8950832607,-1520708,560059249810600593,3,True,False
721,5199,7139780,6488,13510667,8988188884,-1529519,564738008944097412,3,True,False
722,5206,7159677,6497,13548178,9025649475,-1536272,569449317994005873,3,True,False
723,5214,7179282,6506,13585740,9063214326,-1531332,574196727642400404,3,True,False
724,5221,7198785,6515,13623355,9100883391,-1536299,578973674692579188,3,True,False
725,5228,7219141,6524,13661022,9138655859,-1544580,583783661778774077,3,True,False
726,5235,7239251,6533,13698741,9176532973,-1551779,588626916411400480,3,True,False
727,5242,7258991,6542,13736512,9214515001,-1557400,593503627502471797,3,True,False
728,5250,7278617,6551,13774334,9252601831,-1551968,598417440642893841,3,True,False
729,5257,7298884,6560,13812209,9290792852,-1559487,603361586014866316,3,True,False
730,5264,7319259,6569,13850136,9329088741,-1567340,608339723956617561,3,True,False
731,5271,7339138,6578,13888115,9367490246,-1573111,613352066231913460,3,True,False
732,5279,7358887,6587,13926145,9405997145,-1567707,618402333195025460,3,True,False
733,5286,7378882,6596,13964228,9444609206,-1573732,623483621181495604,3,True,False
734,5293,7399699,6605,14002363,9483325997,-1582947,628599623750765684,3,True,False
735,5300,7419722,6614,14040550,9522149278,-1588888,633750598085641204,3,True,False
736,5307,7439595,6623,14078789,9561078549,-1594131,638936708091172628,3,True,False
737,5315,7459401,6632,14117079,9600113871,-1588379,644161786761342393,3,True,False
738,5322,7480569,6641,14155422,9639253959,-1598592,649418695702882593,3,True,False
739,5329,7500743,6650,14193817,9678501313,-1604731,654711352411380985,3,True,False
740,5336,7520742,6659,14232264,9717855258,-1610072,660039916302292188,3,True,False
741,5343,7540666,6668,14270763,9757315838,-1615015,665404577733622472,3,True,False
742,5351,7561867,6677,14309313,9796881845,-1614267,670809218670570608,3,True,False
743,5358,7582200,6686,14347916,9836555568,-1620636,676246658086588736,3,True,False
744,5365,7602327,6695,14386571,9876336489,-1626083,681720789076468304,3,True,False
745,5372,7622370,6704,14425278,9916224630,-1631096,687231804191823636,3,True,False
746,5379,7643590,6713,14464037,9956218874,-1640719,692779847560568677,3,True,False
747,5387,7664093,6722,14502847,9996321259,-1636603,698369045609596057,3,True,False
748,5394,7684350,6731,14541710,10036531458,-1642164,703991907662666600,3,True,False
749,5401,7704513,6740,14580625,10076849463,-1647251,709652453250528537,3,True,False
750,5408,7725732,6749,14619592,10117274268,-1656464,715350833997661728,3,True,False
751,5416,7746421,6758,14658610,10157807603,-1652628,721091249371854533,3,True,False
752,5423,7766811,6767,14697681,10198449381,-1658315,726866057707898772,3,True,False
753,5430,7787095,6776,14736804,10239199553,-1663480,732679361994966821,3,True,False
754,5437,7808280,6785,14775979,10280057256,-1672151,738531322896577917,3,True,False
755,5444,7829183,6794,14815206,10321023817,-1679596,744422198121349501,3,True,False
756,5452,7849709,6803,14854484,10362099475,-1674532,750356231503346913,3,True,False
757,5459,7870115,6812,14893815,10403284117,-1679779,756325574706944473,3,True,False
758,5466,7891212,6821,14933198,10444577076,-1687692,762334411649488244,3,True,False
759,5473,7912379,6830,14972633,10485979117,-1695787,768382978854443289,3,True,False
760,5480,7933045,6839,15012120,10527490955,-1701780,774471511809788345,3,True,False
761,5488,7953574,6848,15051658,10569112370,-1696152,780604344949303988,3,True,False
762,5495,7974420,6857,15091249,10610843052,-1702655,786773411478917349,3,True,False
763,5502,7996006,6866,15130892,10652682722,-1712020,792983022856781428,3,True,False
764,5509,8016817,6875,15170587,10694633039,-1718187,799233460593139796,3,True,False
765,5516,8037472,6884,15210334,10736693528,-1723632,805524911012176928,3,True,False
766,5524,8058057,6893,15250132,10778864247,-1717652,811861834104915441,3,True,False
767,5531,8080064,6902,15289983,10821143848,-1728295,818235901974092488,3,True,False
