m,family,n,cells
6,303748750508544,9,24
6,303748778819584,8,21
6,303748983291904,8,22
6,303749012783104,8,21
6,303749016977408,9,24
6,303749016977920,10,26
6,303749016978048,11,29
6,303749016985600,10,27
6,303749016993792,10,27
6,303749017010176,10,28
6,303749017371168,11,29
6,303749017378816,10,28
6,303749018944000,10,27
6,303749021040640,8,23
6,303749050400768,9,25
6,303749054595072,9,26
6,303749088149504,8,24
6,303749750980608,7,19
6,303749792792576,8,24
6,303750430326784,9,29
6,303774464884736,9,23
6,303774464901120,9,24
6,303774464999968,10,24
6,303774465007616,9,23
6,303774465269760,9,24
6,303774466056192,9,24
6,303774468022272,9,24
6,303774469980672,9,24
6,303774715748352,9,24
6,303774717706752,9,24
6,303774719672832,9,24
6,303774753095680,8,23
6,303774757289984,8,24
6,303774788747776,10,28
6,303774818107392,9,26
6,303775556304896,8,24
6,303877544215040,9,22
6,303877627838464,8,22
6,303877828378624,8,22
6,303877861801984,8,22
6,303877899419648,9,26
6,303877903613952,9,27
6,303911903953408,10,25
6,303911904100864,12,30
6,303911987576832,9,25
6,303912221540352,9,25
6,303912225735168,11,30
6,303912259158016,10,29
6,303912259690496,12,35
6,303912263352320,10,30
6,304014966391296,7,18
6,304015002828800,6,18
6,304015640363008,7,23
6,304016038952960,6,18
6,304016080764928,7,23
6,304016175136768,7,23
6,305698610217024,9,22
6,305698615328768,8,22
6,305698863054848,8,22
6,305699001204736,9,27
6,305836049448960,11,28
6,305836371083264,10,28
6,305939128778752,8,21
6,305939131531264,8,21
6,305939178717184,8,21
6,305973845557248,11,32
6,306076567601152,10,25
6,306076567617536,11,28
6,306076567633920,11,29
6,306076567732224,9,24
6,306076568518656,9,24
6,306076656336896,10,29
6,306076818210816,9,24
6,306076856090624,10,29
6,306076889251840,10,28
6,306076924772352,11,32
6,306076924772360,12,34
6,306110927339520,11,28
6,306110927355904,12,31
6,306110927372288,12,32
6,306110927470592,10,27
6,306111016075264,11,32
6,306111248990208,11,31
6,306111284510720,12,35
6,306111285035008,13,38
6,306111285051392,14,41
6,306111285067776,14,42
6,306213989793792,9,24
6,306213989810176,9,25
6,306214006685696,8,22
6,306214011404288,8,23
6,306214023200768,8,22
6,306214061735936,8,24
6,306214128844800,8,25
6,306214259130368,8,23
6,306214397280256,9,28
6,308413049339904,6,19
6,308413548724224,6,19
6,308413623959552,7,24
6,308414622728192,7,24
6,321333382610944,7,22
6,396373960163328,8,25
6,563035869814784,6,14
6,563035873739264,6,14
6,563035920925184,6,14
6,564135365706240,7,15
6,564135382483456,8,17
6,564135382483520,9,19
6,564135382483584,9,20
6,564135382491136,8,18
6,564135382515712,8,19
6,564135382745664,9,20
6,564135382777856,8,20
6,564135385899008,8,20
6,564135437795840,8,20
6,564152562630656,8,20
6,564152563417088,8,20
6,564152565764096,8,20
6,564152567333888,8,20
6,564152815059968,8,20
6,564152888197120,7,20
6,564153152438272,7,20
6,564359008878592,7,20
6,564359040335872,7,20
6,564496514940928,9,26
6,565234910893056,9,21
6,565234977751040,8,21
6,565235245121600,8,21
6,565424190128256,6,18
6,565458551980032,8,24
6,565596026585088,10,30
6,567416988107264,6,15
6,567451180863488,8,21
6,567623150469632,6,17
6,567760333840384,7,19
6,567760334098432,7,19
6,567760350613504,7,19
6,567760585490944,7,19
6,567760622979072,8,24
6,567760656531968,8,23
6,567760685891584,7,21
6,567760719446016,6,19
6,567760920772608,6,19
6,567762061623296,7,24
6,567794694623744,10,25
6,567794778247168,9,25
6,567795047743488,10,30
6,567795049832448,10,30
6,569615844376640,8,21
6,569616044916800,8,21
6,569616086597632,7,21
6,569616149512192,7,21
6,569616350838784,7,21
6,569822207279104,7,21
6,569822238736384,7,21
6,569959358140424,10,25
6,569959358169088,9,25
6,569959358414848,9,25
6,569959359201280,9,25
6,569959361548288,9,25
6,569959680319488,10,30
6,569959681886208,10,30
6,569959683981312,8,25
6,569959713341440,9,27
6,569959948222464,8,25
6,569994075193344,12,36
6,580559591965184,6,16
6,580697060556800,8,22
6,580697064473600,8,22
6,580697098027520,8,22
6,580697127387200,8,22
6,583016384561152,7,22
6,583016447475712,7,22
6,583016648802304,7,22
6,584974883356672,7,21
6,585112357961728,9,27
6,585215065195008,7,18
6,585215065457152,7,19
6,585249441710624,10,25
6,585249441718272,9,24
6,585249441980416,9,25
6,585249442766848,9,25
6,585249446691328,9,25
6,585249694417408,9,25
6,585249729806336,8,24
6,585249734000640,8,25
6,585249765458432,10,29
6,585249794818048,9,27
6,585250533015552,8,25
6,585352520925696,9,23
6,585352604549120,8,23
6,585352805089280,8,23
6,585352876130304,9,27
6,585352880324608,9,28
6,585386880664064,10,26
6,585386964287488,9,26
6,585387235868672,10,30
6,585387236401152,12,36
6,585387240062976,10,31
6,585489943101952,7,19
6,585489966956544,6,19
6,585489979539456,6,19
6,585490010996736,6,19
6,585490077057024,6,19
6,585490285723648,7,23
6,585490348638208,7,23
6,585490352832512,7,24
6,585490617073664,7,24
6,585491057475584,7,24
6,585491151847424,7,24
6,587414105489408,8,22
6,587414122004480,8,22
6,587448822267904,11,33
6,587586261762048,14,42
6,587689038446592,8,25
6,1127076745839680,9,19
6,1127076746248192,8,19
6,1127076749000704,8,19
6,1127076750951424,8,19
6,1127077000643584,8,19
6,1127102518792192,8,19
6,1127102803869696,7,19
6,1127282907418624,8,19
6,1127282954604544,8,19
6,1127283192496128,7,19
6,1127283223953408,7,19
6,1127411837042688,7,19
6,1127412071006208,7,19
6,1130375364481024,8,20
6,1130581725298688,8,23
6,1130710605897728,8,23
6,1132566033727488,7,20
6,1132909311442944,9,24
6,1132909311823872,9,24
6,1132909314576384,9,24
6,1132909599653888,8,24
6,1132909633347584,10,29
6,1143768044667392,6,17
6,1143775577653248,7,18
6,1143775578556416,7,18
6,1143775595332608,7,18
6,1143775628886528,7,18
6,1143775896403968,7,19
6,1143775896420352,8,22
6,1143775896436736,8,23
6,1143775896805376,8,23
6,1143775898372096,8,23
6,1143775929827328,7,20
6,1143775929827456,8,23
6,1143775963381760,6,18
6,1143776668024832,6,18
6,1143777305559040,7,23
6,1143904778846208,7,21
6,1143939138584576,8,24
6,1145863254720512,10,29
6,1145965995230208,7,18
6,1145966011875336,7,18
6,1145966019215360,6,18
6,1145966063255552,6,18
6,1145966263009280,6,18
6,1145966329724928,7,20
6,1145966331691008,7,21
6,1145966337982464,7,22
6,1145966405091328,7,23
6,1145966606417920,7,23
6,1145967067922432,6,18
6,1145967109734400,7,23
6,1145967204106240,7,23
6,1145967605186560,7,23
6,1146000371761152,9,24
6,1146000659972096,8,24
6,1146000691429376,8,24
6,1146000693665792,10,29
6,1146000727080992,10,29
6,1146103451354112,9,24
6,1146103454106624,9,24
6,1146103537860608,8,24
6,1146103769071616,8,24
6,1146103772874752,10,29
6,1146103806296064,9,27
6,1146138166034432,10,30
6,1146241278803968,7,23
6,1146241480130560,7,23
6,1147899066974208,7,20
6,1148173625212928,9,23
6,1148173625229312,9,24
6,1148173625597952,9,24
6,1148173628350464,9,24
6,1148173630308864,9,24
6,1148173880001024,9,24
6,1148173913423872,8,23
6,1148173917618176,8,24
6,1148173947109920,11,29
6,1148173947117568,10,28
6,1148173949075968,10,28
6,1148173978435584,9,26
6,1148174716633088,8,24
6,1148302474217472,9,24
6,1148302474609152,9,24
6,1148302477361664,9,24
6,1148302524547584,9,24
6,1148302557970432,8,23
6,1148302559019008,8,24
6,1148302758772736,8,24
6,1148302791933952,8,23
6,1148302829551616,9,27
6,1148302833745920,9,28
6,1148337187192832,10,30
6,1148441004605440,7,23
6,1150501497864192,9,25
6,1150501500616704,9,25
6,1150501586468864,10,30
6,1150501786222592,10,30
6,1150501819383808,10,29
6,1150501854904320,11,33
6,1150501854904328,12,35
6,1150536214642688,12,36
6,1150638941536256,8,24
6,1150639191228416,8,24
6,1150639327412224,9,29
6,1165758312742912,7,23
6,1688918580790784,6,14
6,1688918596518464,6,14
6,1688918596521992,6,14
6,1688952957310976,8,20
6,1688952957314048,8,20
6,1688952958358528,8,20
6,1688952974087168,8,20
6,1688953241485312,7,20
6,1689262194951680,8,20
6,1689262277791744,7,20
6,1689262479115264,7,20
6,1690018092419072,6,15
6,1690018109194248,7,16
6,1690018109194816,8,18
6,1690018109194824,9,20
6,1690018109195392,8,19
6,1690018109196288,7,17
6,1690018109196416,8,20
6,1690018109198344,8,18
6,1690018109210632,8,19
6,1690018109227008,7,18
6,1690018110243968,8,20
6,1690018110244928,8,20
6,1690018110259208,8,20
6,1690018112341024,8,19
6,1690018112344072,8,19
6,1690018112372736,7,19
6,1690018116567040,7,20
6,1690018129118240,8,20
6,1690018129121288,8,20
6,1690018129149952,7,20
6,1690018359803912,6,15
6,1690018360328768,8,20
6,1690018360360960,7,20
6,1690018361902088,8,20
6,1690018364000256,7,19
6,1690018368194560,7,20
6,1690018632435712,7,20
6,1690019701981192,7,20
6,1690052468933184,9,21
6,1690052468965376,8,21
6,1690052469460992,9,22
6,1690052469461568,11,26
6,1690052469481472,10,26
6,1690052469997568,8,21
6,1690052474180608,10,25
6,1690052474181632,10,26
6,1690052474184704,10,26
6,1690052476276736,8,21
6,1690052488859648,8,21
6,1690052490957824,10,26
6,1690052552822784,9,23
6,1690052721640448,8,21
6,1690052725835264,10,26
6,1690052755194944,10,26
6,1690052757291008,8,22
6,1690052757292064,10,26
6,1690052757307392,9,25
6,1690052757323776,9,26
6,1690052761501696,9,26
6,1690052790853632,9,25
6,1690054061719552,7,21
6,1690086829720640,8,20
6,1690086831820808,8,20
6,1690086831849472,7,20
6,1690086836027392,7,20
6,1690086845449280,8,20
6,1690086848610304,7,20
6,1690086879003200,8,20
6,1690086879006728,8,20
6,1690086879035392,7,20
6,1690086880067584,7,20
6,1690086946127872,7,20
6,1690087079821312,7,20
6,1690087083476992,7,20
6,1690087087670272,7,20
6,1690087146389632,7,20
6,1690087213498432,7,20
6,1690087351911424,7,20
6,1690087414825024,7,20
6,1690121193657344,10,26
6,1690121272299584,10,26
6,1690121476784128,9,26
6,1690121508241408,9,26
6,1690121510330368,9,26
6,1690224270778368,7,19
6,1690224317964288,7,19
6,1690224522428928,7,19
6,1690224585343008,7,19
6,1690361706057728,8,21
6,1690361706579968,8,21
6,1690361707627520,8,21
6,1690361711822336,10,26
6,1690361723356160,8,21
6,1690361790464000,8,22
6,1690361790468096,9,24
6,1690361790468104,10,26
6,1690361790480384,9,25
6,1690361790496768,9,26
6,1690361791528960,9,26
6,1690361793613824,9,25
6,1690361797808128,9,26
6,1690361991282688,9,26
6,1690361994937344,9,25
6,1690361994938368,9,26
6,1690361999131648,9,26
6,1690362028491264,9,25
6,1690362057850880,8,23
6,1690362057851008,9,26
6,1690362091405312,7,21
6,1690362292731904,7,21
6,1690363433582592,8,26
6,1690396150206464,10,27
6,1690396419702784,11,32
6,1690499152875520,7,20
6,1690499165458432,7,20
6,1690499262976000,7,20
6,1690499398239232,7,20
6,1690500738318336,6,20
6,1691323799179264,7,20
6,1691323830636544,7,20
6,1691324031960064,7,20
6,1691325372039168,6,20
6,1691461305241600,9,26
6,1691461506565120,9,26
6,1695515667337224,9,22
6,1695515667365888,8,22
6,1695515668398080,8,22
6,1695515684126720,8,22
6,1695515751223296,9,24
6,1695515751223360,10,26
6,1695515751223424,10,27
6,1695515751227456,10,27
6,1695515784777728,8,22
6,1695515951497280,8,22
6,1695515955691520,8,23
6,1695515955707904,9,26
6,1695515955724288,9,27
6,1695515987165184,9,26
6,1695516018606176,10,27
6,1695516054274048,9,27
6,1695517260120064,7,22
6,1695584675184640,9,27
6,1695584706641920,9,27
6,1695859264720904,10,26
6,1695859264749568,9,26
6,1695859265245184,10,27
6,1695859265265664,11,31
6,1695859265781760,9,26
6,1695859348606976,10,28
6,1695859353849856,11,32
6,1695859553075200,9,27
6,1695859553091584,10,30
6,1695859553107968,10,31
6,1695859618103296,11,33
6,1695860857503744,8,26
6,1695996956393472,8,25
6,1697714974769152,7,21
6,1706442314744384,6,16
6,1706476676580352,7,20
6,1706579757893120,8,22
6,1706579787252800,8,22
6,1706579820806152,7,20
6,1706579820806720,8,22
6,1706579820838912,7,22
6,1706579887931392,7,22
6,1706580089257984,7,22
6,1706614151185408,9,26
6,1706614184739328,9,26
6,1706614214099008,9,26
6,1706717259767808,7,21
6,1706854380996096,9,23
6,1706854665159680,8,23
6,1706854732267520,8,24
6,1706854732267528,9,26
6,1706854732283904,9,27
6,1706854732300288,9,28
6,1706889092005888,9,27
6,1706992204775424,6,20
6,1706992406102016,6,20
6,1708641405108352,7,21
6,1708641472217152,7,21
6,1708675766960128,9,27
6,1708675769049088,9,27
6,1708778848256008,9,26
6,1708778848288768,9,28
6,1708778852466688,9,28
6,1708779116707840,9,28
6,1708813208027136,10,31
6,1708813208543232,12,36
6,1708813210109952,12,36
6,1708813241565184,11,33
6,1708915948521472,7,20
6,1708915949052928,9,25
6,1708915965296648,8,21
6,1708915965297696,9,23
6,1708915965297704,10,25
6,1708915965297792,9,24
6,1708915965298688,8,22
6,1708915965298816,9,25
6,1708915965313032,9,24
6,1708915965329408,8,23
6,1708915966361600,8,23
6,1708915966361608,9,25
6,1708915968450560,8,23
6,1708915968475136,8,24
6,1708915972636672,7,21
6,1708915972669440,8,25
6,1708915982074880,8,22
6,1708915985219584,7,21
6,1708915985235968,8,24
6,1708915985252352,8,25
6,1708916015661056,8,24
6,1708916016676864,7,21
6,1708916016693248,8,24
6,1708916016709632,8,25
6,1708916018782208,8,24
6,1708916022976512,8,25
6,1708916082753536,8,24
6,1708916216430592,7,21
6,1708916218004480,8,23
6,1708916253655040,8,24
6,1708916253655048,9,26
6,1708916253656096,10,28
6,1708916253671424,9,27
6,1708916253687808,9,28
6,1708916257865728,9,28
6,1708916283015296,8,24
6,1708916285112320,8,24
6,1708916285112328,9,26
6,1708916285114368,9,27
6,1708916285114496,10,30
6,1708916285128704,9,27
6,1708916285128712,10,29
6,1708916285145088,9,28
6,1708916287217664,9,27
6,1708916287242240,9,28
6,1708916291403776,8,25
6,1708916291411968,9,28
6,1708916291436544,9,29
6,1708916316569600,8,24
6,1708916316569728,9,27
6,1708916350124032,7,22
6,1708916354318336,8,25
6,1708916354334720,9,28
6,1708916354351104,9,29
6,1708916358512640,8,26
6,1708916358529024,9,29
6,1708916358545408,9,30
6,1708916555644928,8,25
6,1708916559839232,8,26
6,1708916622753792,8,26
6,1708916622770176,9,29
6,1708916622786560,9,30
6,1708917054767104,7,22
6,1708917558083584,7,23
6,1708917558607872,8,26
6,1708917692301312,8,27
6,1708918094954496,6,20
6,1708950325036064,10,26
6,1708950325067776,9,26
6,1708950325583872,11,31
6,1708950326099968,9,26
6,1708950328188928,9,26
6,1708950330287104,11,31
6,1708950577742848,9,26
6,1708950613393408,9,27
6,1708950613394464,11,31
6,1708950613409792,10,30
6,1708950613426176,10,31
6,1708950615491584,11,32
6,1708950617604096,10,31
6,1708950644850688,9,27
6,1708950644867072,10,30
6,1708950644883456,10,31
6,1708950646956032,10,30
6,1708950649055232,12,36
6,1708950651150336,10,31
6,1708950678421504,11,33
6,1708950680510464,11,33
6,1708950680518688,12,35
6,1708951917821952,8,26
6,1709053404775424,10,27
6,1709053488152576,10,29
6,1709053491281920,9,27
6,1709053692609536,10,29
6,1709053722492928,9,27
6,1709053759717376,10,30
6,1709053759717384,11,32
6,1709053759733760,11,33
6,1709053759750144,11,34
6,1709053763928064,11,34
6,1709087847890944,11,32
6,1709088119455744,11,33
6,1709088119472128,12,36
6,1709088119488512,12,37
6,1709088120004608,14,42
6,1709088121571328,14,42
6,1709190846382080,8,25
6,1709190863142912,8,25
6,1709190893568000,8,25
6,1709190894600192,8,25
6,1709190896689152,8,25
6,1709190960660480,8,25
6,1709191165149184,9,29
6,1709191169310720,8,26
6,1709191169343488,9,30
6,1709191232225280,8,26
6,1709191232241664,9,29
6,1709191232258048,9,30
6,1709191236435968,9,30
6,1709191433551872,8,26
6,1709191500677120,9,30
6,1710840428363808,7,20
6,1710977871512064,9,26
6,1710977900871744,9,26
6,1711114988552832,9,24
6,1711114988560392,9,24
6,1711114988584960,8,23
6,1711114989633536,8,24
6,1711114991698464,9,24
6,1711114991706112,8,23
6,1711114995900416,8,24
6,1711115008483328,8,24
6,1711115239694336,8,24
6,1711115241261056,8,24
6,1711115243356672,8,23
6,1711115247550976,8,24
6,1711115310465568,10,28
6,1711115310473216,9,27
6,1711115314667520,9,28
6,1711115339825184,9,26
6,1711115381776384,9,29
6,1711116046565888,8,24
6,1711116080152576,9,29
6,1711116086419456,9,29
6,1711149634568192,10,30
6,1711149636657152,10,30
6,1711252427507712,9,25
6,1711252428046848,11,30
6,1711252430651904,9,25
6,1711252477837824,9,25
6,1711252511391744,9,26
6,1711252511408128,10,29
6,1711252511424512,10,30
6,1711252512456704,10,30
6,1711252514545664,10,30
6,1711252712210432,10,30
6,1711252715866112,10,30
6,1711252745756672,10,30
6,1711252747323392,10,30
6,1711252749419008,10,29
6,1711252753613312,10,30
6,1711252778778624,9,27
6,1711252778778752,10,30
6,1711252782972928,10,30
6,1711252782981120,11,33
6,1711252782981128,12,35
6,1711252782989312,11,33
6,1711252783005696,11,34
6,1711252787167232,10,31
6,1711252787183616,11,34
6,1711252787200000,11,35
6,1711252812333056,8,25
6,1711253013659648,8,25
6,1711253516976128,8,25
6,1711254154510336,9,30
6,1711287140630528,12,36
6,1711287142719488,12,36
6,1711389866491904,8,24
6,1711389867524096,8,24
6,1711389869613056,8,24
6,1711389883252736,8,24
6,1711389916798976,8,24
6,1711390121263616,8,24
6,1711390192574464,9,29
6,1711390255489024,9,29
6,1711391459246080,7,24
6,1713039133900928,8,22
6,1713039134949440,8,22
6,1713039150678080,8,22
6,1713039392899072,7,22
6,1713039520825408,9,27
6,1713039657140224,7,22
6,1713040735076352,8,27
6,1713176573394944,10,28
6,1713176656740416,10,28
6,1713176898961408,9,28
6,1713176928321536,10,30
6,1713176928321664,11,33
6,1713176961875968,9,28
6,1713177163202560,9,28
6,1713211290173440,13,39
6,1713314300166144,9,27
6,1713314331623424,9,27
6,1713314367275040,11,32
6,1713451450761224,10,27
6,1713451451285504,10,28
6,1713451451301888,11,31
6,1713451451318272,11,32
6,1713451452350464,11,32
6,1713451456006144,11,32
6,1713451458101248,9,27
6,1713451470684160,9,27
6,1713451534647296,10,29
6,1713451539890176,11,33
6,1713451539906560,12,36
6,1713451539922944,12,37
6,1713451701895168,9,27
6,1713451739119616,10,30
6,1713451739119624,11,32
6,1713451739643904,11,33
6,1713451739660288,12,36
6,1713451739676672,12,37
6,1713451773206528,12,36
6,1713451774773248,12,36
6,1713451776868352,10,31
6,1713451806228480,11,33
6,1713451808325632,12,36
6,1713451808325640,13,38
6,1713451808327680,13,39
6,1713451808327808,14,42
6,1713451808342016,13,39
6,1713451808342024,14,41
6,1713451808358400,13,40
6,1713451810422784,11,34
6,1713451843977216,10,32
6,1713452041109504,10,31
6,1713452045303808,10,32
6,1713453044072448,10,32
6,1713453186154496,11,37
6,1713486098857984,11,33
6,1713486168064000,13,39
6,1713486168080384,14,42
6,1713486168096768,14,43
6,1713486168612864,16,48
6,1713588894957568,9,27
6,1713588894973952,10,30
6,1713588894990336,10,31
6,1713588911751168,10,31
6,1713589142962176,10,31
6,1713589146617856,10,31
6,1713589148712960,8,26
6,1713589178073088,9,28
6,1713589280833536,10,32
6,1713589280849920,11,35
6,1713589280866304,11,36
6,1713589412954112,8,26
6,1713590490890240,9,31
6,1715650825289728,9,28
6,1715787913003008,8,25
6,1715787914035200,8,25
